0,1,2,3,4
-2.939399999999921,-310.6757009943923,"(1, 1)","[126.13865157 174.29       101.22       320.26         5.
   0.           0.           0.80667515   1.07150026   9.33931667
  56.60611509  64.69184027  77.84598077  61.77250476 156.5345502
 186.9921466   12.55011639  33.11596593  76.68308998]",[ 1.         -0.91933537 -0.9195319 ]
0,1,2,3,4
-0.9893999999999323,-310.6757009943923,"(0, 0)","[9.96717202e+02 1.75280000e+02 1.00730000e+02 3.28120000e+02
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.05048295e-01
 1.05223205e+00 1.05106979e+01 5.77623155e+01 6.27938013e+01
 8.00514168e+01 1.01287718e+02 1.32957497e+02 2.23811271e+02
 1.84417012e+01 3.08230990e+01 8.02068469e+01]",[-1. -1. -1.]
-2.939399999999921,-313.14320099439226,"(1, 1)","[9.96717202e+02 1.75280000e+02 1.00730000e+02 3.28120000e+02
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.05048295e-01
 1.05223205e+00 1.05106979e+01 5.77623155e+01 6.27938013e+01
 8.00514168e+01 1.01287718e+02 1.32957497e+02 2.23811271e+02
 1.84417012e+01 3.08230990e+01 8.02068469e+01]",[-1. -1. -1.]
0,1,2,3,4
-0.9893999999999323,-313.14320099439226,"(0, 0)","[ 89.24063157 177.09       100.97       336.21         0.
   9.           0.           1.1161948    1.04428993  11.95402285
  59.78868886  63.33880649  81.96324791 145.8745373  112.8882378
 268.3253165   26.74764665  26.00452055  83.76528316]",[ 1.         1.        -0.9454624]
-2.939399999999921,-313.9990909943923,"(1, 1)","[ 89.24063157 177.09       100.97       336.21         0.
   9.           0.           1.1161948    1.04428993  11.95402285
  59.78868886  63.33880649  81.96324791 145.8745373  112.8882378
 268.3253165   26.74764665  26.00452055  83.76528316]",[ 1.         1.        -0.9454624]
0,1,2,3,4
-0.9893999999999323,-313.9990909943923,"(0, 0)","[9.97061902e+02 1.76190000e+02 1.00340000e+02 3.35160000e+02
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.19710793e+00
 9.75910322e-01 1.28648441e+01 5.83487692e+01 6.09157288e+01
 8.09219670e+01 1.49771196e+02 1.26604709e+02 2.45679289e+02
 3.44843999e+01 3.82132174e+01 8.69693873e+01]",[-0.9489453  -0.94901174 -0.94901174]
-2.939399999999921,-309.43341099439226,"(1, 1)","[9.97061902e+02 1.76190000e+02 1.00340000e+02 3.35160000e+02
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.19710793e+00
 9.75910322e-01 1.28648441e+01 5.83487692e+01 6.09157288e+01
 8.09219670e+01 1.49771196e+02 1.26604709e+02 2.45679289e+02
 3.44843999e+01 3.82132174e+01 8.69693873e+01]",[-0.9489453  -0.94901174 -0.94901174]
0,1,2,3,4
-0.9893999999999323,-309.43341099439226,"(0, 0)","[ 93.09884157 179.1        100.76       351.01         0.
   9.           0.           1.47899591   0.94471934  14.69623008
  61.45385705  61.92039522  84.08023291 153.8570577   72.95840806
 240.1212016   26.93077308  23.57583351  88.01782815]",[ 0.9690289  0.9690289 -1.       ]
-2.939399999999921,-310.26312099439224,"(1, 1)","[ 93.09884157 179.1        100.76       351.01         0.
   9.           0.           1.47899591   0.94471934  14.69623008
  61.45385705  61.92039522  84.08023291 153.8570577   72.95840806
 240.1212016   26.93077308  23.57583351  88.01782815]",[ 0.9690289  0.9690289 -1.       ]
0,1,2,3,4
-0.9893999999999323,-310.26312099439224,"(0, 0)","[817.72516322 179.26        99.86       340.16         0.
   1.80119419   0.           1.69575719   0.83772106  15.09807116
  61.61661401  58.58227052  75.25776393 177.7783174   50.14539837
 189.2408458   30.25722818  23.57583351  88.01782815]",[-0.7198806 -0.7198806 -0.7198806]
-2.939399999999921,-301.70737099439214,"(1, 1)","[817.72516322 179.26        99.86       340.16         0.
   1.80119419   0.           1.69575719   0.83772106  15.09807116
  61.61661401  58.58227052  75.25776393 177.7783174   50.14539837
 189.2408458   30.25722818  23.57583351  88.01782815]",[-0.7198806 -0.7198806 -0.7198806]
0,1,2,3,4
-0.9893999999999323,-301.70737099439214,"(0, 0)","[  18.04628322  178.46         98.03        337.73          0.
    9.80119419    0.            1.78244187    0.59836091   15.04699997
   60.29967137   52.61580798   73.47162325  144.9870138  -125.4746401
  149.1970776    24.28035955   13.57555312   75.80531923]",[ 1.          1.         -0.69686687]
-2.939399999999921,-302.5410009943921,"(1, 1)","[  18.04628322  178.46         98.03        337.73          0.
    9.80119419    0.            1.78244187    0.59836091   15.04699997
   60.29967137   52.61580798   73.47162325  144.9870138  -125.4746401
  149.1970776    24.28035955   13.57555312   75.80531923]",[ 1.          1.         -0.69686687]
0,1,2,3,4
-0.9893999999999323,-302.5410009943921,"(0, 0)","[ 9.22454437e+02  1.77000000e+02  9.83200000e+01  3.38000000e+02
  0.00000000e+00  5.66128731e-01  0.00000000e+00  1.71357725e+00
  4.27143008e-01  1.48570496e+01  5.79608870e+01  5.33939576e+01
  7.35437959e+01  9.99506074e+01 -1.16894071e+02  1.25336692e+02
  1.86782238e+01  1.35755531e+01  6.34236431e+01]",[-0.92350656 -0.92350656 -0.92350656]
-2.939399999999921,-305.91444677325785,"(1, 1)","[ 9.22454437e+02  1.77000000e+02  9.83200000e+01  3.38000000e+02
  0.00000000e+00  5.66128731e-01  0.00000000e+00  1.71357725e+00
  4.27143008e-01  1.48570496e+01  5.79608870e+01  5.33939576e+01
  7.35437959e+01  9.99506074e+01 -1.16894071e+02  1.25336692e+02
  1.86782238e+01  1.35755531e+01  6.34236431e+01]",[-0.92350656 -0.92350656 -0.92350656]
0,1,2,3,4
-0.9893999999999323,-305.91444677325785,"(0, 0)","[ 1.79697202e+02  1.77040000e+02  9.79800000e+01  3.35590000e+02
  0.00000000e+00  8.11306953e+00  0.00000000e+00  1.64328643e+00
  2.61007693e-01  1.43466663e+01  5.80070487e+01  5.23512540e+01
  7.17415694e+01  1.12537708e+02 -1.06032606e+02  1.10577535e+02
  2.60001822e+01  1.28559286e+01  6.34236431e+01]",[-1.         0.7546941 -1.       ]
-2.939399999999921,-306.7418944408661,"(1, 1)","[ 1.79697202e+02  1.77040000e+02  9.79800000e+01  3.35590000e+02
  0.00000000e+00  8.11306953e+00  0.00000000e+00  1.64328643e+00
  2.61007693e-01  1.43466663e+01  5.80070487e+01  5.23512540e+01
  7.17415694e+01  1.12537708e+02 -1.06032606e+02  1.10577535e+02
  2.60001822e+01  1.28559286e+01  6.34236431e+01]",[-1.         0.7546941 -1.       ]
0,1,2,3,4
-0.9893999999999323,-306.7418944408661,"(0, 0)","[ 9.73820836e+02  1.74220000e+02  9.93000000e+01  3.34690000e+02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.34453110e+00
  2.33169395e-01  1.37115037e+01  5.37060981e+01  5.58165969e+01
  7.10687620e+01  2.15607652e+01 -3.06983178e+01  9.87171316e+01
  4.14214753e+00  2.88490634e-01  6.10825207e+01]",[-1. -1. -1.]
-2.939399999999921,-301.96509444086587,"(1, 1)","[ 9.73820836e+02  1.74220000e+02  9.93000000e+01  3.34690000e+02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.34453110e+00
  2.33169395e-01  1.37115037e+01  5.37060981e+01  5.58165969e+01
  7.10687620e+01  2.15607652e+01 -3.06983178e+01  9.87171316e+01
  4.14214753e+00  2.88490634e-01  6.10825207e+01]",[-1. -1. -1.]
0,1,2,3,4
-0.9893999999999323,-301.96509444086587,"(0, 0)","[ 7.92271362e+01  1.71110000e+02  9.96900000e+01  3.43110000e+02
  0.00000000e+00  9.00000000e+00  0.00000000e+00  8.47050075e-01
  2.39812674e-01  1.37292936e+01  4.95174267e+01  5.67773679e+01
  7.34761664e+01 -6.83499780e+01  1.76577337e+01  1.06253165e+02
  8.38806356e+00  5.77203428e+00  6.48031288e+01]",[ 1.          1.         -0.79210424]
-2.939399999999921,-302.79389444086587,"(1, 1)","[ 7.92271362e+01  1.71110000e+02  9.96900000e+01  3.43110000e+02
  0.00000000e+00  9.00000000e+00  0.00000000e+00  8.47050075e-01
  2.39812674e-01  1.37292936e+01  4.95174267e+01  5.67773679e+01
  7.34761664e+01 -6.83499780e+01  1.76577337e+01  1.06253165e+02
  8.38806356e+00  5.77203428e+00  6.48031288e+01]",[ 1.          1.         -0.79210424]
0,1,2,3,4
-0.9893999999999323,-302.79389444086587,"(0, 0)","[ 9.75539926e+02  1.71510000e+02  9.96300000e+01  3.43220000e+02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.79541577e-01
  2.37498288e-01  1.35955473e+01  5.00359085e+01  5.65815531e+01
  7.35059608e+01 -9.96064593e+01  5.28863442e+00  1.06677390e+02
  1.04162660e+01  2.99878760e+00  6.65510996e+01]",[-1. -1. -1.]
-2.939399999999921,-306.9985844408659,"(1, 1)","[ 9.75539926e+02  1.71510000e+02  9.96300000e+01  3.43220000e+02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.79541577e-01
  2.37498288e-01  1.35955473e+01  5.00359085e+01  5.65815531e+01
  7.35059608e+01 -9.96064593e+01  5.28863442e+00  1.06677390e+02
  1.04162660e+01  2.99878760e+00  6.65510996e+01]",[-1. -1. -1.]
0,1,2,3,4
-0.9893999999999323,-306.9985844408659,"(0, 0)","[ 7.79732562e+01  1.67960000e+02  9.94100000e+01  3.40820000e+02
  0.00000000e+00  9.00000000e+00  0.00000000e+00 -9.70481761e-02
  2.15428633e-01  1.31443723e+01  4.57243778e+01  5.58509268e+01
  7.16884019e+01 -1.72647747e+02  9.61844605e+00  9.30811361e+01
  2.21387031e+01  5.43710330e+00  6.23598912e+01]",[ 0.9667836  0.9667836 -1.       ]
-2.939399999999921,-307.83991444086587,"(1, 1)","[ 7.79732562e+01  1.67960000e+02  9.94100000e+01  3.40820000e+02
  0.00000000e+00  9.00000000e+00  0.00000000e+00 -9.70481761e-02
  2.15428633e-01  1.31443723e+01  4.57243778e+01  5.58509268e+01
  7.16884019e+01 -1.72647747e+02  9.61844605e+00  9.30811361e+01
  2.21387031e+01  5.43710330e+00  6.23598912e+01]",[ 0.9667836  0.9667836 -1.       ]
0,1,2,3,4
-0.9893999999999323,-307.83991444086587,"(0, 0)","[ 9.71768566e+02  1.66970000e+02  9.87100000e+01  3.37710000e+02
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -6.26660681e-01
  1.39842109e-01  1.23930031e+01  4.46152961e+01  5.35738790e+01
  6.93884154e+01 -2.07331473e+02 -3.12943771e+01  7.20112126e+01
  2.99098737e+01  7.74108668e-01  4.25528357e+01]",[-1. -1. -1.]
-2.939399999999921,-326.9493544408657,"(1, 1)","[ 9.71768566e+02  1.66970000e+02  9.87100000e+01  3.37710000e+02
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -6.26660681e-01
  1.39842109e-01  1.23930031e+01  4.46152961e+01  5.35738790e+01
  6.93884154e+01 -2.07331473e+02 -3.12943771e+01  7.20112126e+01
  2.99098737e+01  7.74108668e-01  4.25528357e+01]",[-1. -1. -1.]
0,1,2,3,4
-0.9893999999999323,-326.9493544408657,"(0, 0)","[ 8.24901762e+01  1.67430000e+02  9.94000000e+01  3.54370000e+02
  0.00000000e+00  9.00000000e+00  0.00000000e+00 -9.97762665e-01
  1.34070991e-01  1.29920955e+01  4.52535850e+01  5.54269351e+01
  7.40093643e+01 -1.55920135e+02 -3.20455821e+01  1.25277237e+02
  2.39308165e+01  2.94927929e+00  6.06747008e+01]",[-0.7852452  1.        -0.7852452]
-2.939399999999921,-327.77052444086576,"(1, 1)","[ 8.24901762e+01  1.67430000e+02  9.94000000e+01  3.54370000e+02
  0.00000000e+00  9.00000000e+00  0.00000000e+00 -9.97762665e-01
  1.34070991e-01  1.29920955e+01  4.52535850e+01  5.54269351e+01
  7.40093643e+01 -1.55920135e+02 -3.20455821e+01  1.25277237e+02
  2.39308165e+01  2.94927929e+00  6.06747008e+01]",[-0.7852452  1.        -0.7852452]
0,1,2,3,4
-0.9893999999999323,-327.77052444086576,"(0, 0)","[ 8.26582483e+02  1.67780000e+02  1.00000000e+02  3.56940000e+02
  0.00000000e+00  1.50666857e+00  0.00000000e+00 -1.24922134e+00
  1.75884833e-01  1.35184261e+01  4.57457321e+01  5.69718489e+01
  7.46207365e+01 -1.34526858e+02 -6.92788976e+00  1.19460813e+02
  2.29246467e+01  1.00538711e+00  6.09756288e+01]",[-0.74933314 -0.74933314 -0.74933314]
-2.939399999999921,-321.4565244408657,"(1, 1)","[ 8.26582483e+02  1.67780000e+02  1.00000000e+02  3.56940000e+02
  0.00000000e+00  1.50666857e+00  0.00000000e+00 -1.24922134e+00
  1.75884833e-01  1.35184261e+01  4.57457321e+01  5.69718489e+01
  7.46207365e+01 -1.34526858e+02 -6.92788976e+00  1.19460813e+02
  2.29246467e+01  1.00538711e+00  6.09756288e+01]",[-0.74933314 -0.74933314 -0.74933314]
0,1,2,3,4
-0.9893999999999323,-321.4565244408657,"(0, 0)","[ 2.57824834e+01  1.60500000e+02  9.66800000e+01  3.48910000e+02
  0.00000000e+00  9.50666857e+00  0.00000000e+00 -2.01273772e+00
 -5.82027246e-02  1.31361674e+01  3.83312793e+01  4.75399239e+01
  6.93480858e+01 -2.21377893e+02 -1.50643984e+02  9.36614765e+01
  4.17936498e+01  1.73647114e+01  5.23064514e+01]",[-0.8444628  1.        -0.8444628]
-2.939399999999921,-322.28966444086564,"(1, 1)","[ 2.57824834e+01  1.60500000e+02  9.66800000e+01  3.48910000e+02
  0.00000000e+00  9.50666857e+00  0.00000000e+00 -2.01273772e+00
 -5.82027246e-02  1.31361674e+01  3.83312793e+01  4.75399239e+01
  6.93480858e+01 -2.21377893e+02 -1.50643984e+02  9.36614765e+01
  4.17936498e+01  1.73647114e+01  5.23064514e+01]",[-0.8444628  1.        -0.8444628]
0,1,2,3,4
-0.9893999999999323,-322.28966444086564,"(0, 0)","[ 9.43968096e+02  1.56490000e+02  9.20100000e+01  3.28880000e+02
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.90788318e+00
 -6.13476991e-01  1.10891423e+01  3.50904667e+01  3.83107516e+01
  5.86537479e+01 -2.49766519e+02 -4.33696845e+02  2.87223800e+01
  4.98698289e+01  5.62085835e+01  1.07769373e+00]",[-1. -1. -1.]
-2.939399999999921,-334.04406444086555,"(1, 1)","[ 9.43968096e+02  1.56490000e+02  9.20100000e+01  3.28880000e+02
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.90788318e+00
 -6.13476991e-01  1.10891423e+01  3.50904667e+01  3.83107516e+01
  5.86537479e+01 -2.49766519e+02 -4.33696845e+02  2.87223800e+01
  4.98698289e+01  5.62085835e+01  1.07769373e+00]",[-1. -1. -1.]
0,1,2,3,4
-0.9893999999999323,-334.04406444086555,"(0, 0)","[  22.94799584  163.03         94.18        340.91          0.
   10.            0.           -3.05436029   -0.86842433   10.31863389
   43.19362482   43.5761706    62.26890194 -194.5544142  -344.8550875
   30.27117797   53.25209352   56.47955372    1.07769373]",[-0.7494091  1.        -0.7494091]
-2.939399999999921,-334.8675444408656,"(1, 1)","[  22.94799584  163.03         94.18        340.91          0.
   10.            0.           -3.05436029   -0.86842433   10.31863389
   43.19362482   43.5761706    62.26890194 -194.5544142  -344.8550875
   30.27117797   53.25209352   56.47955372    1.07769373]",[-0.7494091  1.        -0.7494091]
0,1,2,3,4
-0.9893999999999323,-334.8675444408656,"(0, 0)","[ 301.62992091  159.54         93.61        348.12          0.
    3.41098547    1.           -3.41271859   -1.1037429    10.17252461
   40.40883098   42.58840652   64.20914281 -166.8536466  -217.1749805
   75.85819166   53.25209352   50.18951492   12.2955351 ]",[-0.6605634  -0.65890145  1.        ]
-2.939399999999921,-336.6647792988539,"(1, 1)","[ 301.62992091  159.54         93.61        348.12          0.
    3.41098547    1.           -3.41271859   -1.1037429    10.17252461
   40.40883098   42.58840652   64.20914281 -166.8536466  -217.1749805
   75.85819166   53.25209352   50.18951492   12.2955351 ]",[-0.6605634  -0.65890145  1.        ]
0,1,2,3,4
-0.9893999999999323,-336.6647792988539,"(0, 0)","[ 8.71801409e+01  1.55150000e+02  8.83400000e+01  3.29660000e+02
  0.00000000e+00  9.41098547e+00  0.00000000e+00 -4.00479170e+00
 -1.69592990e+00  8.46953272e+00  3.72811327e+01  3.50002780e+01
  5.65122024e+01 -1.92939957e+02 -2.91624183e+02  3.15231139e+01
  5.95493499e+01  6.31004414e+01  1.13089715e-01]",[-1.          0.66035354 -1.        ]
-2.939399999999921,-337.1621657737112,"(1, 1)","[ 8.71801409e+01  1.55150000e+02  8.83400000e+01  3.29660000e+02
  0.00000000e+00  9.41098547e+00  0.00000000e+00 -4.00479170e+00
 -1.69592990e+00  8.46953272e+00  3.72811327e+01  3.50002780e+01
  5.65122024e+01 -1.92939957e+02 -2.91624183e+02  3.15231139e+01
  5.95493499e+01  6.31004414e+01  1.13089715e-01]",[-1.          0.66035354 -1.        ]
0,1,2,3,4
-0.9893999999999323,-337.1621657737112,"(0, 0)","[  87.18014091  156.41         91.72        332.83          0.
    9.41098547    0.           -4.32251517   -1.87093761    7.29163842
   38.69012394   41.87189286   57.41895412 -190.5156733  -225.2426184
    3.55701134   65.4501918    64.5185706    10.37595784]",[-0.9345139  1.         1.       ]
-2.939399999999921,-344.9166957737111,"(1, 1)","[  87.18014091  156.41         91.72        332.83          0.
    9.41098547    0.           -4.32251517   -1.87093761    7.29163842
   38.69012394   41.87189286   57.41895412 -190.5156733  -225.2426184
    3.55701134   65.4501918    64.5185706    10.37595784]",[-0.9345139  1.         1.       ]
0,1,2,3,4
-0.9893999999999323,-344.9166957737111,"(0, 0)","[ 2.83166893e+02  1.62710000e+02  9.47000000e+01  3.43800000e+02
  0.00000000e+00  0.00000000e+00  2.00000000e+00 -4.01962027e+00
 -1.74900989e+00  7.16079088e+00  4.50726419e+01  4.69837546e+01
  6.03765821e+01 -1.01007328e+02 -1.06340817e+02  5.36621491e+01
  3.84138748e+01  3.99971725e+01  3.42987819e-01]",[-1.      -1.       0.64974]
-2.939399999999921,-345.7342957737111,"(1, 1)","[ 2.83166893e+02  1.62710000e+02  9.47000000e+01  3.43800000e+02
  0.00000000e+00  0.00000000e+00  2.00000000e+00 -4.01962027e+00
 -1.74900989e+00  7.16079088e+00  4.50726419e+01  4.69837546e+01
  6.03765821e+01 -1.01007328e+02 -1.06340817e+02  5.36621491e+01
  3.84138748e+01  3.99971725e+01  3.42987819e-01]",[-1.      -1.       0.64974]
0,1,2,3,4
-0.9893999999999323,-345.7342957737111,"(0, 0)","[ 145.0007339   164.34         94.56        343.16          0.
    8.70384693    0.           -3.60647333   -1.64471882    6.92561641
   46.56160963   46.78380365   60.12453854  -70.56607463 -101.0894892
   58.99806058   35.032985     39.99717247    0.47800316]",[-1.         0.8703847 -1.       ]
-2.939399999999921,-347.05197577371086,"(1, 1)","[ 145.0007339   164.34         94.56        343.16          0.
    8.70384693    0.           -3.60647333   -1.64471882    6.92561641
   46.56160963   46.78380365   60.12453854  -70.56607463 -101.0894892
   58.99806058   35.032985     39.99717247    0.47800316]",[-1.         0.8703847 -1.       ]
0,1,2,3,4
-0.9893999999999323,-347.05197577371086,"(0, 0)","[ 50.3461739  167.37        96.23       344.85         0.
   9.70384693   0.          -2.9999739   -1.41104669   6.79725333
  49.20925284  49.43903752  60.57413028 -42.09084689 -59.60971265
  60.96256169  24.48794708  27.91314878   0.47800316]",[-0.7816935  0.8216632 -0.7816935]
-2.939399999999921,-347.87916577371084,"(1, 1)","[ 50.3461739  167.37        96.23       344.85         0.
   9.70384693   0.          -2.9999739   -1.41104669   6.79725333
  49.20925284  49.43903752  60.57413028 -42.09084689 -59.60971265
  60.96256169  24.48794708  27.91314878   0.47800316]",[-0.7816935  0.8216632 -0.7816935]
0,1,2,3,4
-0.9893999999999323,-347.87916577371084,"(0, 0)","[ 9.27569851e+02  1.72990000e+02  9.65600000e+01  3.56460000e+02
  0.00000000e+00  5.78815460e-01  0.00000000e+00 -2.04228945e+00
 -1.18556515e+00  7.54537623e+00  5.36185313e+01  4.99495282e+01
  6.34988729e+01  2.02932215e+01 -3.38758764e+01  1.15255039e+02
  6.75961940e+00  2.36746506e+01  1.02345788e+01]",[-0.9125031 -0.9125031 -0.9125031]
-2.939399999999921,-349.8538857737108,"(1, 1)","[ 9.27569851e+02  1.72990000e+02  9.65600000e+01  3.56460000e+02
  0.00000000e+00  5.78815460e-01  0.00000000e+00 -2.04228945e+00
 -1.18556515e+00  7.54537623e+00  5.36185313e+01  4.99495282e+01
  6.34988729e+01  2.02932215e+01 -3.38758764e+01  1.15255039e+02
  6.75961940e+00  2.36746506e+01  1.02345788e+01]",[-0.9125031 -0.9125031 -0.9125031]
0,1,2,3,4
-0.9893999999999323,-349.8538857737108,"(0, 0)","[ 57.6608106  172.43        96.79       355.04         0.
   9.57881546   0.          -1.31336529  -0.97704752   7.93224885
  53.14297306  50.3112443   62.90840749  34.38753114 -19.92599985
 130.4121784    1.9231322   21.81595044  13.17764988]",[ 1.         1.        -0.7731424]
-2.939399999999921,-350.782438083324,"(1, 1)","[ 57.6608106  172.43        96.79       355.04         0.
   9.57881546   0.          -1.31336529  -0.97704752   7.93224885
  53.14297306  50.3112443   62.90840749  34.38753114 -19.92599985
 130.4121784    1.9231322   21.81595044  13.17764988]",[ 1.         1.        -0.7731424]
0,1,2,3,4
-0.9893999999999323,-350.782438083324,"(0, 0)","[ 9.83867225e+02  1.71850000e+02  9.71900000e+01  3.53350000e+02
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -7.73571540e-01
 -7.70635739e-01  8.01014338e+00  5.26427193e+01  5.09490124e+01
  6.21963502e+01  3.00132309e+01 -9.76888290e+00  1.13690608e+02
  2.87470282e+00  2.02974552e+01  1.04097908e+01]",[-1. -1. -1.]
-2.939399999999921,-353.2569740198703,"(1, 1)","[ 9.83867225e+02  1.71850000e+02  9.71900000e+01  3.53350000e+02
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -7.73571540e-01
 -7.70635739e-01  8.01014338e+00  5.26427193e+01  5.09490124e+01
  6.21963502e+01  3.00132309e+01 -9.76888290e+00  1.13690608e+02
  2.87470282e+00  2.02974552e+01  1.04097908e+01]",[-1. -1. -1.]
0,1,2,3,4
-0.9893999999999323,-353.2569740198703,"(0, 0)","[ 10.99532544 171.07        97.5        352.37         0.
  10.           0.          -0.4040628   -0.57540559   7.90171152
  51.96222865  51.44862246  61.77688601  26.43816879   4.30354858
 115.7779153    4.04055018  14.87053382  13.64095291]",[ 1.          1.         -0.96731144]
-2.939399999999921,-353.9748900991435,"(1, 1)","[ 10.99532544 171.07        97.5        352.37         0.
  10.           0.          -0.4040628   -0.57540559   7.90171152
  51.96222865  51.44862246  61.77688601  26.43816879   4.30354858
 115.7779153    4.04055018  14.87053382  13.64095291]",[ 1.          1.         -0.96731144]
0,1,2,3,4
