0,1,2,3,4,5
1,-27.637545193496408,15932.302852001936,"(0, 0)","[ 2.75229068e+00  7.94225006e+01  5.34799995e+01  1.56919995e+03
  1.65460007e+02  3.77933311e+01  1.66675542e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -8.13805962e-01
 -6.52364782e-01 -6.39046921e-01 -8.13338426e-01 -7.13294980e-01
  4.32104569e+01  4.59177881e+01  4.46373435e+01  4.33741572e+01
  4.67093979e+01 -1.26584724e+02 -4.02811181e+01 -6.73935945e+01
 -1.09491377e+02 -4.82567285e+01  3.11960367e+01  1.09932944e+01
  1.30342543e+01  2.98375550e+01  1.58247364e+01]",[ 0.7340219 -1.        -1.        -1.        -1.       ]
0,1,2,3,4,5
1,-9.225622259418742,15932.302852001936,"(0, 0)","[ 2.75229068e+00  8.10849991e+01  5.33300018e+01  1.56980005e+03
  1.68039993e+02  3.87326660e+01  1.66675542e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -6.42124123e-01
 -3.15573781e-01 -7.37978065e-02 -6.32164985e-01 -4.40649171e-01
  4.40066413e+01  4.95440684e+01  5.39002260e+01  4.42047965e+01
  5.05316616e+01 -8.77552681e+01  4.34084121e+01  1.12345645e+02
 -9.08961441e+01  1.22093872e+01  1.97114621e+01  1.36921432e+01
  2.32383325e+01  2.03377635e+01  9.55573278e+00]",[ 0.8489508 -1.        -1.        -1.        -1.       ]
1,-27.637545193496408,15758.621829905787,"(0, 0)","[ 2.75229068e+00  8.10849991e+01  5.33300018e+01  1.56980005e+03
  1.68039993e+02  3.87326660e+01  1.66675542e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -6.42124123e-01
 -3.15573781e-01 -7.37978065e-02 -6.32164985e-01 -4.40649171e-01
  4.40066413e+01  4.95440684e+01  5.39002260e+01  4.42047965e+01
  5.05316616e+01 -8.77552681e+01  4.34084121e+01  1.12345645e+02
 -9.08961441e+01  1.22093872e+01  1.97114621e+01  1.36921432e+01
  2.32383325e+01  2.03377635e+01  9.55573278e+00]",[ 0.8489508 -1.        -1.        -1.        -1.       ]
0,1,2,3,4,5
1,-9.225622259418742,15758.621829905787,"(0, 0)","[2.75229068e+00 8.09674988e+01 5.21399994e+01 1.58350000e+03
 1.72779999e+02 4.27206688e+01 1.66675542e+02 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 2.01771654e-01
 7.41133700e-01 8.88978053e-01 4.36380981e-01 5.88893926e-01
 5.62764553e+01 5.70055574e+01 5.80232232e+01 5.68431605e+01
 5.59038413e+01 1.51231112e+02 1.41790612e+02 1.46363305e+02
 1.71763744e+02 1.36640129e+02 3.23650774e+01 3.36240729e+01
 3.63718947e+01 3.55133968e+01 3.16865287e+01]",[ 0.91553193 -1.         -1.         -1.         -1.        ]
1,-27.637545193496408,14906.91030006609,"(0, 0)","[2.75229068e+00 8.09674988e+01 5.21399994e+01 1.58350000e+03
 1.72779999e+02 4.27206688e+01 1.66675542e+02 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 2.01771654e-01
 7.41133700e-01 8.88978053e-01 4.36380981e-01 5.88893926e-01
 5.62764553e+01 5.70055574e+01 5.80232232e+01 5.68431605e+01
 5.59038413e+01 1.51231112e+02 1.41790612e+02 1.46363305e+02
 1.71763744e+02 1.36640129e+02 3.23650774e+01 3.36240729e+01
 3.63718947e+01 3.55133968e+01 3.16865287e+01]",[ 0.91553193 -1.         -1.         -1.         -1.        ]
0,1,2,3,4,5
1,-9.225622259418742,14906.91030006609,"(0, 0)","[2.75229068e+00 7.73775024e+01 5.15600014e+01 1.58290002e+03
 1.70229996e+02 4.33713341e+01 1.66675542e+02 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00600737e+00
 1.13506144e+00 1.17647523e+00 1.05958869e+00 1.08768508e+00
 5.83354391e+01 5.83485278e+01 5.88577657e+01 5.72984619e+01
 5.72270439e+01 1.41693198e+02 1.15900692e+02 1.19517503e+02
 1.14182621e+02 1.13404162e+02 3.70209304e+01 3.01962191e+01
 3.38051189e+01 2.61297996e+01 2.88466835e+01]",[ 0.7600242 -1.        -1.        -1.        -1.       ]
1,-27.637545193496408,15003.771801172312,"(0, 0)","[2.75229068e+00 7.73775024e+01 5.15600014e+01 1.58290002e+03
 1.70229996e+02 4.33713341e+01 1.66675542e+02 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00600737e+00
 1.13506144e+00 1.17647523e+00 1.05958869e+00 1.08768508e+00
 5.83354391e+01 5.83485278e+01 5.88577657e+01 5.72984619e+01
 5.72270439e+01 1.41693198e+02 1.15900692e+02 1.19517503e+02
 1.14182621e+02 1.13404162e+02 3.70209304e+01 3.01962191e+01
 3.38051189e+01 2.61297996e+01 2.88466835e+01]",[ 0.7600242 -1.        -1.        -1.        -1.       ]
0,1,2,3,4,5
1,-9.225622259418742,15003.771801172312,"(0, 0)","[2.75229068e+00 7.71650009e+01 5.01100006e+01 1.57719995e+03
 1.74380005e+02 5.20000000e+01 1.66675542e+02 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.19078163e+00
 1.00481154e+00 9.96125962e-01 1.08615242e+00 1.03142038e+00
 5.86539863e+01 5.66043599e+01 5.73502216e+01 5.44409851e+01
 5.57157919e+01 1.04981926e+02 7.47523235e+01 7.43971007e+01
 7.41782308e+01 7.22730096e+01 3.01961381e+01 1.66560118e+01
 1.78003609e+01 1.48376676e+01 1.48376676e+01]",[ 0.93952274 -1.         -1.         -1.         -1.        ]
1,-27.637545193496408,14764.957529009735,"(0, 0)","[2.75229068e+00 7.71650009e+01 5.01100006e+01 1.57719995e+03
 1.74380005e+02 5.20000000e+01 1.66675542e+02 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.19078163e+00
 1.00481154e+00 9.96125962e-01 1.08615242e+00 1.03142038e+00
 5.86539863e+01 5.66043599e+01 5.73502216e+01 5.44409851e+01
 5.57157919e+01 1.04981926e+02 7.47523235e+01 7.43971007e+01
 7.41782308e+01 7.22730096e+01 3.01961381e+01 1.66560118e+01
 1.78003609e+01 1.48376676e+01 1.48376676e+01]",[ 0.93952274 -1.         -1.         -1.         -1.        ]
0,1,2,3,4,5
1,-9.225622259418742,14764.957529009735,"(0, 0)","[2.75229068e+00 7.97125015e+01 4.96100006e+01 1.55040002e+03
 1.80119995e+02 5.91373329e+01 1.66675542e+02 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00918658e+00
 8.57973717e-01 7.05882155e-01 1.00345133e+00 9.55720119e-01
 5.83297429e+01 5.45790447e+01 5.18900442e+01 5.81321021e+01
 5.67168137e+01 8.10364569e+01 5.36851425e+01 2.32662276e+01
 8.75631568e+01 5.80027956e+01 2.32561316e+01 1.28801675e+01
 2.01003076e+00 3.08683264e+01 1.03926299e+01]",[ 1.         -0.72246146 -0.72246146 -0.72246146 -0.72246146]
1,-27.637545193496408,14916.930015999627,"(0, 0)","[2.75229068e+00 7.97125015e+01 4.96100006e+01 1.55040002e+03
 1.80119995e+02 5.91373329e+01 1.66675542e+02 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.00918658e+00
 8.57973717e-01 7.05882155e-01 1.00345133e+00 9.55720119e-01
 5.83297429e+01 5.45790447e+01 5.18900442e+01 5.81321021e+01
 5.67168137e+01 8.10364569e+01 5.36851425e+01 2.32662276e+01
 8.75631568e+01 5.80027956e+01 2.32561316e+01 1.28801675e+01
 2.01003076e+00 3.08683264e+01 1.03926299e+01]",[ 1.         -0.72246146 -0.72246146 -0.72246146 -0.72246146]
0,1,2,3,4,5
1,-9.225622259418742,14916.930015999627,"(0, 0)","[2.75229068e+00 8.03625031e+01 5.07500000e+01 1.55780005e+03
 1.79899994e+02 4.89799995e+01 1.66675542e+02 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 6.85944773e-01
 5.84561679e-01 5.85545098e-01 6.51445444e-01 6.37998898e-01
 5.55841880e+01 5.43394693e+01 5.60349476e+01 5.51325694e+01
 5.58374714e+01 4.15106662e+01 4.40395310e+01 5.63975344e+01
 4.67537814e+01 5.58708066e+01 8.91003112e+00 7.79386917e+00
 1.14574462e+01 9.48819888e+00 1.05705408e+01]",[ 1.         -0.93595266 -0.93595266 -0.93595266 -0.93595266]
1,-27.637545193496408,14876.84860401626,"(0, 0)","[2.75229068e+00 8.03625031e+01 5.07500000e+01 1.55780005e+03
 1.79899994e+02 4.89799995e+01 1.66675542e+02 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 6.85944773e-01
 5.84561679e-01 5.85545098e-01 6.51445444e-01 6.37998898e-01
 5.55841880e+01 5.43394693e+01 5.60349476e+01 5.51325694e+01
 5.58374714e+01 4.15106662e+01 4.40395310e+01 5.63975344e+01
 4.67537814e+01 5.58708066e+01 8.91003112e+00 7.79386917e+00
 1.14574462e+01 9.48819888e+00 1.05705408e+01]",[ 1.         -0.93595266 -0.93595266 -0.93595266 -0.93595266]
0,1,2,3,4,5
1,-9.225622259418742,14876.84860401626,"(0, 0)","[2.75229068e+00 8.13024979e+01 5.09500008e+01 1.56509998e+03
 1.83630005e+02 4.99306679e+01 1.66675542e+02 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 6.22240874e-01
 6.73392100e-01 6.96528179e-01 6.50335075e-01 6.82803995e-01
 5.74414582e+01 5.69915013e+01 5.83057681e+01 5.76531666e+01
 5.82497687e+01 1.10361793e+02 1.78978994e+02 1.41094916e+02
 1.30996136e+02 1.40009369e+02 2.29510297e+01 3.20755698e+01
 2.63279578e+01 2.48907288e+01 2.33547976e+01]",[ 1.        -0.6346462 -0.6346462 -0.6346462 -0.6346462]
1,-27.637545193496408,14420.933691295802,"(0, 0)","[2.75229068e+00 8.13024979e+01 5.09500008e+01 1.56509998e+03
 1.83630005e+02 4.99306679e+01 1.66675542e+02 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 6.22240874e-01
 6.73392100e-01 6.96528179e-01 6.50335075e-01 6.82803995e-01
 5.74414582e+01 5.69915013e+01 5.83057681e+01 5.76531666e+01
 5.82497687e+01 1.10361793e+02 1.78978994e+02 1.41094916e+02
 1.30996136e+02 1.40009369e+02 2.29510297e+01 3.20755698e+01
 2.63279578e+01 2.48907288e+01 2.33547976e+01]",[ 1.        -0.6346462 -0.6346462 -0.6346462 -0.6346462]
0,1,2,3,4,5
1,-9.225622259418742,14420.933691295802,"(0, 0)","[2.75229068e+00 8.00074997e+01 5.03199997e+01 1.56859998e+03
 1.83889999e+02 4.98713341e+01 1.66675542e+02 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 7.15279360e-01
 7.43198023e-01 6.20681579e-01 7.20968284e-01 7.71401041e-01
 5.85992407e+01 5.75002871e+01 5.33124646e+01 5.85568713e+01
 6.04414282e+01 1.67297083e+02 1.34111732e+02 1.49794831e+01
 1.58511445e+02 1.80255784e+02 3.07310642e+01 3.11854150e+01
 6.08316688e+00 3.07310642e+01 3.47142966e+01]",[ 1.         -0.96712524 -0.96712524 -0.96712524 -0.96712524]
1,-27.637545193496408,13899.888076758136,"(0, 0)","[2.75229068e+00 8.00074997e+01 5.03199997e+01 1.56859998e+03
 1.83889999e+02 4.98713341e+01 1.66675542e+02 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 7.15279360e-01
 7.43198023e-01 6.20681579e-01 7.20968284e-01 7.71401041e-01
 5.85992407e+01 5.75002871e+01 5.33124646e+01 5.85568713e+01
 6.04414282e+01 1.67297083e+02 1.34111732e+02 1.49794831e+01
 1.58511445e+02 1.80255784e+02 3.07310642e+01 3.11854150e+01
 6.08316688e+00 3.07310642e+01 3.47142966e+01]",[ 1.         -0.96712524 -0.96712524 -0.96712524 -0.96712524]
0,1,2,3,4,5
1,-9.225622259418742,13899.888076758136,"(0, 0)","[ 2.75229068e+00  8.03874969e+01  4.95699997e+01  1.57469995e+03
  1.88699997e+02  5.14186668e+01  1.66675542e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.57045920e-01
 -6.51304497e-02 -3.10579582e-01  3.02041244e-01  8.36107191e-02
  5.07915252e+01  4.73301577e+01  4.28758759e+01  4.99210796e+01
  4.63601829e+01 -6.78199044e+01 -1.80704096e+02 -2.45073559e+02
 -9.62017128e+01 -1.98262709e+02  3.72902837e+00  2.13266537e+01
  3.25839264e+01  7.28261004e+00  2.13266537e+01]",[ 0.8283812 -1.        -1.        -1.        -1.       ]
1,-27.637545193496408,13981.717455714832,"(0, 0)","[ 2.75229068e+00  8.03874969e+01  4.95699997e+01  1.57469995e+03
  1.88699997e+02  5.14186668e+01  1.66675542e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.57045920e-01
 -6.51304497e-02 -3.10579582e-01  3.02041244e-01  8.36107191e-02
  5.07915252e+01  4.73301577e+01  4.28758759e+01  4.99210796e+01
  4.63601829e+01 -6.78199044e+01 -1.80704096e+02 -2.45073559e+02
 -9.62017128e+01 -1.98262709e+02  3.72902837e+00  2.13266537e+01
  3.25839264e+01  7.28261004e+00  2.13266537e+01]",[ 0.8283812 -1.        -1.        -1.        -1.       ]
0,1,2,3,4,5
1,-9.225622259418742,13981.717455714832,"(0, 0)","[ 2.75229068e+00  7.99024963e+01  4.99399986e+01  1.56559998e+03
  1.84440002e+02  5.16253319e+01  1.66675542e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.36076926e-01
 -3.26855868e-01 -4.17480261e-01 -4.05192167e-01 -3.60380922e-01
  4.91141477e+01  5.04037190e+01  4.65254498e+01  4.73776952e+01
  5.05960633e+01 -1.53038690e+02 -5.48542250e+01 -1.49569728e+02
 -1.52550657e+02 -7.15218999e+01  1.93765139e+01  3.14061484e+00
  2.17904751e+01  1.93765139e+01  5.78948872e+00]",[ 1.         -0.31474352 -0.31474352 -0.31474352 -0.31474352]
1,-27.637545193496408,14385.864685528424,"(0, 0)","[ 2.75229068e+00  7.99024963e+01  4.99399986e+01  1.56559998e+03
  1.84440002e+02  5.16253319e+01  1.66675542e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.36076926e-01
 -3.26855868e-01 -4.17480261e-01 -4.05192167e-01 -3.60380922e-01
  4.91141477e+01  5.04037190e+01  4.65254498e+01  4.73776952e+01
  5.05960633e+01 -1.53038690e+02 -5.48542250e+01 -1.49569728e+02
 -1.52550657e+02 -7.15218999e+01  1.93765139e+01  3.14061484e+00
  2.17904751e+01  1.93765139e+01  5.78948872e+00]",[ 1.         -0.31474352 -0.31474352 -0.31474352 -0.31474352]
0,1,2,3,4,5
1,-9.225622259418742,14385.864685528424,"(0, 0)","[ 2.75229068e+00  8.18000031e+01  5.11699982e+01  1.56740002e+03
  1.84710007e+02  5.11526680e+01  1.66675542e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.35629744e-01
 -3.40445441e-01 -2.51385948e-01 -5.29929678e-01 -4.27580362e-01
  4.49845673e+01  5.10980068e+01  5.16293470e+01  4.81394789e+01
  5.10342418e+01 -1.54864620e+02 -1.44042726e+01 -6.58455721e+00
 -1.04139003e+02 -3.66776632e+01  2.26449285e+01  5.93305152e+00
  5.93305152e+00  1.45433573e+01  7.31139199e-01]",[ 0.9918798 -1.        -1.        -1.        -1.       ]
1,-27.637545193496408,14549.525991691036,"(0, 0)","[ 2.75229068e+00  8.18000031e+01  5.11699982e+01  1.56740002e+03
  1.84710007e+02  5.11526680e+01  1.66675542e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.35629744e-01
 -3.40445441e-01 -2.51385948e-01 -5.29929678e-01 -4.27580362e-01
  4.49845673e+01  5.10980068e+01  5.16293470e+01  4.81394789e+01
  5.10342418e+01 -1.54864620e+02 -1.44042726e+01 -6.58455721e+00
 -1.04139003e+02 -3.66776632e+01  2.26449285e+01  5.93305152e+00
  5.93305152e+00  1.45433573e+01  7.31139199e-01]",[ 0.9918798 -1.        -1.        -1.        -1.       ]
0,1,2,3,4,5
1,-9.225622259418742,14549.525991691036,"(0, 0)","[ 2.75229068e+00  8.12174988e+01  5.14199982e+01  1.57509998e+03
  1.83710007e+02  5.35999985e+01  1.66675542e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.44496430e-01
  2.21680482e-02  7.79358546e-02 -4.69257539e-02 -3.83380528e-02
  5.27058983e+01  5.24274102e+01  5.27045685e+01  5.30899555e+01
  5.06982524e+01  4.24956238e+00  1.22466539e+01  2.98506197e+01
  1.94940732e+01 -9.30035726e+00  7.37493859e+00  1.04287885e+01
  1.30304834e+01  9.73819250e+00  5.20611190e+00]",[ 1.        -0.9016359 -0.9016359 -0.9016359 -0.9016359]
1,-27.637545193496408,14564.555565591341,"(0, 0)","[ 2.75229068e+00  8.12174988e+01  5.14199982e+01  1.57509998e+03
  1.83710007e+02  5.35999985e+01  1.66675542e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.44496430e-01
  2.21680482e-02  7.79358546e-02 -4.69257539e-02 -3.83380528e-02
  5.27058983e+01  5.24274102e+01  5.27045685e+01  5.30899555e+01
  5.06982524e+01  4.24956238e+00  1.22466539e+01  2.98506197e+01
  1.94940732e+01 -9.30035726e+00  7.37493859e+00  1.04287885e+01
  1.30304834e+01  9.73819250e+00  5.20611190e+00]",[ 1.        -0.9016359 -0.9016359 -0.9016359 -0.9016359]
0,1,2,3,4,5
1,-9.225622259418742,14564.555565591341,"(0, 0)","[ 2.75229068e+00  8.12375031e+01  5.20499992e+01  1.58269995e+03
  1.85350006e+02  5.33353348e+01  1.66675542e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.27441248e-01
 -4.44972522e-01 -5.71674814e-01 -7.48068476e-02 -2.50173498e-01
  5.29252353e+01  4.29499982e+01  4.37093881e+01  4.51360725e+01
  4.46322771e+01  3.38059245e+01 -1.61820535e+02 -1.46844042e+02
 -1.07082936e+02 -1.30001150e+02  1.30304834e+01  3.23696403e+01
  3.35830073e+01  2.26202007e+01  2.50273346e+01]",[ 1.        -0.7113379 -0.7113379 -0.7113379 -0.7113379]
1,-27.637545193496408,14305.70186156169,"(0, 0)","[ 2.75229068e+00  8.12375031e+01  5.20499992e+01  1.58269995e+03
  1.85350006e+02  5.33353348e+01  1.66675542e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.27441248e-01
 -4.44972522e-01 -5.71674814e-01 -7.48068476e-02 -2.50173498e-01
  5.29252353e+01  4.29499982e+01  4.37093881e+01  4.51360725e+01
  4.46322771e+01  3.38059245e+01 -1.61820535e+02 -1.46844042e+02
 -1.07082936e+02 -1.30001150e+02  1.30304834e+01  3.23696403e+01
  3.35830073e+01  2.26202007e+01  2.50273346e+01]",[ 1.        -0.7113379 -0.7113379 -0.7113379 -0.7113379]
0,1,2,3,4,5
1,-9.225622259418742,14305.70186156169,"(0, 0)","[ 2.75229068e+00  7.97500000e+01  5.20499992e+01  1.60000000e+03
  1.87229996e+02  5.72266655e+01  1.66675542e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -6.35018797e-01
 -6.52812830e-01 -6.15061836e-01 -6.80920614e-01 -7.03380167e-01
  4.47820251e+01  4.71611941e+01  4.68528863e+01  4.46769144e+01
  4.48958556e+01 -1.13427380e+02 -5.81820586e+01 -5.91422844e+01
 -1.09135293e+02 -9.61183764e+01  2.86287011e+01  1.72606374e+01
  2.04457120e+01  2.96657354e+01  2.84465663e+01]",[ 0.52539706 -1.         -1.         -1.         -1.        ]
1,-27.637545193496408,13727.87615790117,"(0, 0)","[ 2.75229068e+00  7.97500000e+01  5.20499992e+01  1.60000000e+03
  1.87229996e+02  5.72266655e+01  1.66675542e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -6.35018797e-01
 -6.52812830e-01 -6.15061836e-01 -6.80920614e-01 -7.03380167e-01
  4.47820251e+01  4.71611941e+01  4.68528863e+01  4.46769144e+01
  4.48958556e+01 -1.13427380e+02 -5.81820586e+01 -5.91422844e+01
 -1.09135293e+02 -9.61183764e+01  2.86287011e+01  1.72606374e+01
  2.04457120e+01  2.96657354e+01  2.84465663e+01]",[ 0.52539706 -1.         -1.         -1.         -1.        ]
0,1,2,3,4,5
1,-9.225622259418742,13727.87615790117,"(0, 0)","[ 2.75229068e+00  8.09049988e+01  5.32900009e+01  1.60750000e+03
  1.87279999e+02  6.11613312e+01  1.66675542e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.50874553e-01
 -3.33867978e-01 -3.35408502e-01 -4.90691223e-01 -3.92955731e-01
  4.78978611e+01  4.89376527e+01  4.70572908e+01  4.80363444e+01
  4.97550946e+01 -3.08406030e+01  7.36162198e+00 -3.86670759e+01
 -3.04544588e+01  5.97762393e+00  1.56343153e+01  7.27127561e+00
  1.80153266e+01  1.69005054e+01  9.18036594e+00]",[ 1.         -0.68819857 -0.68819857 -0.68819857 -0.68819857]
1,-27.637545193496408,13881.517748130245,"(0, 0)","[ 2.75229068e+00  8.09049988e+01  5.32900009e+01  1.60750000e+03
  1.87279999e+02  6.11613312e+01  1.66675542e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.50874553e-01
 -3.33867978e-01 -3.35408502e-01 -4.90691223e-01 -3.92955731e-01
  4.78978611e+01  4.89376527e+01  4.70572908e+01  4.80363444e+01
  4.97550946e+01 -3.08406030e+01  7.36162198e+00 -3.86670759e+01
 -3.04544588e+01  5.97762393e+00  1.56343153e+01  7.27127561e+00
  1.80153266e+01  1.69005054e+01  9.18036594e+00]",[ 1.         -0.68819857 -0.68819857 -0.68819857 -0.68819857]
0,1,2,3,4,5
1,-9.225622259418742,13881.517748130245,"(0, 0)","[ 2.75229068e+00  8.00749969e+01  5.37799988e+01  1.61659998e+03
  1.84419998e+02  5.99606667e+01  1.66675542e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.41887189e-01
 -2.74694687e-01 -2.91423838e-01 -3.05627212e-01 -2.79213285e-01
  4.67301782e+01  4.73034292e+01  4.63986531e+01  4.82618992e+01
  4.80527698e+01 -5.48783264e+01 -3.07036595e+01 -5.17009414e+01
 -1.31164945e+01 -1.44270926e+01  2.14829904e+01  1.35919973e+01
  1.75512001e+01  9.24450987e+00  1.00093884e+01]",[ 0.77897495 -1.         -1.         -1.         -1.        ]
1,-27.637545193496408,13659.404701356376,"(0, 0)","[ 2.75229068e+00  8.00749969e+01  5.37799988e+01  1.61659998e+03
  1.84419998e+02  5.99606667e+01  1.66675542e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.41887189e-01
 -2.74694687e-01 -2.91423838e-01 -3.05627212e-01 -2.79213285e-01
  4.67301782e+01  4.73034292e+01  4.63986531e+01  4.82618992e+01
  4.80527698e+01 -5.48783264e+01 -3.07036595e+01 -5.17009414e+01
 -1.31164945e+01 -1.44270926e+01  2.14829904e+01  1.35919973e+01
  1.75512001e+01  9.24450987e+00  1.00093884e+01]",[ 0.77897495 -1.         -1.         -1.         -1.        ]
0,1,2,3,4,5
1,-9.225622259418742,13659.404701356376,"(0, 0)","[ 2.75229068e+00  7.82624969e+01  5.33800011e+01  1.64459998e+03
  1.78589996e+02  6.00666656e+01  1.66675542e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.79352090e-01
 -3.58090531e-01 -3.87865071e-01 -2.78623349e-01 -2.91256947e-01
  4.73713638e+01  4.38556145e+01  4.47556018e+01  4.68915928e+01
  4.62256726e+01 -4.05682824e+01 -8.51886242e+01 -8.50543071e+01
 -3.52808164e+01 -5.40725776e+01  1.60216899e+01  2.50984373e+01
  2.50984373e+01  1.15561209e+01  1.77417492e+01]",[ 0.59427 -1.      -1.      -1.      -1.     ]
1,-27.637545193496408,13851.456052080415,"(0, 0)","[ 2.75229068e+00  7.82624969e+01  5.33800011e+01  1.64459998e+03
  1.78589996e+02  6.00666656e+01  1.66675542e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.79352090e-01
 -3.58090531e-01 -3.87865071e-01 -2.78623349e-01 -2.91256947e-01
  4.73713638e+01  4.38556145e+01  4.47556018e+01  4.68915928e+01
  4.62256726e+01 -4.05682824e+01 -8.51886242e+01 -8.50543071e+01
 -3.52808164e+01 -5.40725776e+01  1.60216899e+01  2.50984373e+01
  2.50984373e+01  1.15561209e+01  1.77417492e+01]",[ 0.59427 -1.      -1.      -1.      -1.     ]
0,1,2,3,4,5
1,-9.225622259418742,13851.456052080415,"(0, 0)","[ 2.75229068e+00  7.45449982e+01  5.14300003e+01  1.67240002e+03
  1.70889999e+02  5.55859985e+01  1.66675542e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.85180987e-01
 -1.82701984e-01 -2.31481465e-01 -3.83528082e-01 -2.88092011e-01
  4.58040936e+01  5.10186852e+01  4.55353396e+01  4.56034080e+01
  4.98220925e+01 -5.81092842e+01  6.85425402e+01 -6.14026411e+01
 -7.42053887e+01  1.59277384e+01  1.61602545e+01  2.03361610e+00
  1.88420815e+01  2.36582143e+01  6.05401490e+00]",[ 1.        -0.5460441 -0.5460441 -0.5460441 -0.5460441]
1,-27.637545193496408,13265.27973572554,"(0, 0)","[ 2.75229068e+00  7.45449982e+01  5.14300003e+01  1.67240002e+03
  1.70889999e+02  5.55859985e+01  1.66675542e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.85180987e-01
 -1.82701984e-01 -2.31481465e-01 -3.83528082e-01 -2.88092011e-01
  4.58040936e+01  5.10186852e+01  4.55353396e+01  4.56034080e+01
  4.98220925e+01 -5.81092842e+01  6.85425402e+01 -6.14026411e+01
 -7.42053887e+01  1.59277384e+01  1.61602545e+01  2.03361610e+00
  1.88420815e+01  2.36582143e+01  6.05401490e+00]",[ 1.        -0.5460441 -0.5460441 -0.5460441 -0.5460441]
0,1,2,3,4,5
1,-9.225622259418742,13265.27973572554,"(0, 0)","[ 2.75229068e+00  7.20199966e+01  4.99000015e+01  1.64690002e+03
  1.68070007e+02  5.33273315e+01  1.66675542e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.17211031e-01
 -5.68482632e-01 -5.66941715e-01 -4.27669059e-01 -5.10932006e-01
  4.37088405e+01  4.21123275e+01  4.40862249e+01  4.20758490e+01
  4.20206077e+01 -1.31996088e+02 -1.63115883e+02 -1.34279883e+02
 -2.10452227e+02 -1.80276415e+02  2.54374381e+01  2.94619457e+01
  2.83120516e+01  3.34726237e+01  3.34726237e+01]",[ 0.8553238 -1.        -1.        -1.        -1.       ]
