0,1,2,3,4,5
0,1,2,3,4,5
1,-9.225622259418742,1687.1246177569446,"(0, 0)","[   2.75229068   78.75250244   24.13999939 1695.30004883  186.74000549
   54.08599854  166.67554188    0.            0.            0.
    0.           -5.2468536    -4.42203285   -4.01424914   -5.32724251
   -4.95347032   41.17543129   47.70287038   47.15177048   41.59818194
   45.81209514 -136.45454363  -63.05077535  -59.93639561 -128.935447
  -86.5718155    28.94171501    7.51726017    6.96391074   30.80777492
   15.59325842]",[ 0.6055133 -1.        -1.        -1.        -1.       ]
1,-27.637545193496408,1659.2059049736963,"(0, 0)","[   2.75229068   78.75250244   24.13999939 1695.30004883  186.74000549
   54.08599854  166.67554188    0.            0.            0.
    0.           -5.2468536    -4.42203285   -4.01424914   -5.32724251
   -4.95347032   41.17543129   47.70287038   47.15177048   41.59818194
   45.81209514 -136.45454363  -63.05077535  -59.93639561 -128.935447
  -86.5718155    28.94171501    7.51726017    6.96391074   30.80777492
   15.59325842]",[ 0.6055133 -1.        -1.        -1.        -1.       ]
0,1,2,3,4,5
1,-9.225622259418742,1659.2059049736963,"(0, 0)","[   2.75229068   77.85250092   25.78000069 1704.40002441  182.50999451
   53.96066666  166.67554188    0.            0.            0.
    0.           -3.72240422   -3.1388295    -3.20032335   -3.51637115
   -3.19856891   46.46082746   44.97987802   43.65817352   45.84493119
   47.14116496  -65.91298029  -63.56604857  -72.1521946   -65.38727156
  -52.73815217    9.97198589    8.96378834   14.12648837   10.44763014
    4.88172058]",[ 1.         -0.82109976 -0.82109976 -0.82109976 -0.82109976]
1,-27.637545193496408,1670.8731420397999,"(0, 0)","[   2.75229068   77.85250092   25.78000069 1704.40002441  182.50999451
   53.96066666  166.67554188    0.            0.            0.
    0.           -3.72240422   -3.1388295    -3.20032335   -3.51637115
   -3.19856891   46.46082746   44.97987802   43.65817352   45.84493119
   47.14116496  -65.91298029  -63.56604857  -72.1521946   -65.38727156
  -52.73815217    9.97198589    8.96378834   14.12648837   10.44763014
    4.88172058]",[ 1.         -0.82109976 -0.82109976 -0.82109976 -0.82109976]
0,1,2,3,4,5
1,-9.225622259418742,1670.8731420397999,"(0, 0)","[ 2.75229068e+00  7.69124985e+01  2.52900009e+01  1.71390002e+03
  1.79750000e+02  5.27306671e+01  1.66675542e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.07620605e+00
 -1.91981906e+00 -1.46381651e+00 -2.75123056e+00 -2.30992417e+00
  4.52278538e+01  4.92416331e+01  5.06227313e+01  4.73791899e+01
  4.90483335e+01 -5.61348170e+01 -8.33870592e+00  1.19396218e+01
 -3.89289049e+01 -1.22971528e+01  9.22836110e+00  1.90972518e+00
  5.91744149e+00  7.94306617e+00  1.90972518e+00]",[ 0.9714585 -1.        -1.        -1.        -1.       ]
1,-27.637545193496408,1646.7057479862524,"(0, 0)","[ 2.75229068e+00  7.69124985e+01  2.52900009e+01  1.71390002e+03
  1.79750000e+02  5.27306671e+01  1.66675542e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -3.07620605e+00
 -1.91981906e+00 -1.46381651e+00 -2.75123056e+00 -2.30992417e+00
  4.52278538e+01  4.92416331e+01  5.06227313e+01  4.73791899e+01
  4.90483335e+01 -5.61348170e+01 -8.33870592e+00  1.19396218e+01
 -3.89289049e+01 -1.22971528e+01  9.22836110e+00  1.90972518e+00
  5.91744149e+00  7.94306617e+00  1.90972518e+00]",[ 0.9714585 -1.        -1.        -1.        -1.       ]
0,1,2,3,4,5
1,-9.225622259418742,1646.7057479862524,"(0, 0)","[ 2.75229068e+00  7.73850021e+01  2.75599995e+01  1.73809998e+03
  1.80529999e+02  5.35553322e+01  1.66675542e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -6.75318984e-01
  1.82855379e+00  2.42291512e+00  2.63596723e-01  1.10225425e+00
  5.47336113e+01  5.90755993e+01  5.94646842e+01  5.75012003e+01
  5.83915206e+01  6.07317860e+01  1.53349988e+02  1.67981980e+02
  1.31665202e+02  1.47311733e+02  2.07196319e+01  3.60081583e+01
  3.80798251e+01  3.37549777e+01  3.51809551e+01]",[ 0.7904674 -1.        -1.        -1.        -1.       ]
1,-27.637545193496408,1836.715763996206,"(0, 0)","[ 2.75229068e+00  7.73850021e+01  2.75599995e+01  1.73809998e+03
  1.80529999e+02  5.35553322e+01  1.66675542e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -6.75318984e-01
  1.82855379e+00  2.42291512e+00  2.63596723e-01  1.10225425e+00
  5.47336113e+01  5.90755993e+01  5.94646842e+01  5.75012003e+01
  5.83915206e+01  6.07317860e+01  1.53349988e+02  1.67981980e+02
  1.31665202e+02  1.47311733e+02  2.07196319e+01  3.60081583e+01
  3.80798251e+01  3.37549777e+01  3.51809551e+01]",[ 0.7904674 -1.        -1.        -1.        -1.       ]
0,1,2,3,4,5
1,-9.225622259418742,1836.715763996206,"(0, 0)","[   2.75229068   76.92749786   29.43000031 1753.40002441  183.16000366
   53.27799988  166.67554188    0.            0.            0.
    0.            2.82092545    2.93039433    2.97468867    2.78343599
    2.96373423   58.96160977   55.68598444   56.62764449   55.13953161
   57.31785636  149.35307515  108.53084188  100.79895644  113.52320264
  117.54961902   27.95254307   17.93183949   16.49602993   17.93183949
   17.93183949]",[ 0.797915 -1.       -1.       -1.       -1.      ]
1,-27.637545193496408,1847.9659052849056,"(0, 0)","[   2.75229068   76.92749786   29.43000031 1753.40002441  183.16000366
   53.27799988  166.67554188    0.            0.            0.
    0.            2.82092545    2.93039433    2.97468867    2.78343599
    2.96373423   58.96160977   55.68598444   56.62764449   55.13953161
   57.31785636  149.35307515  108.53084188  100.79895644  113.52320264
  117.54961902   27.95254307   17.93183949   16.49602993   17.93183949
   17.93183949]",[ 0.797915 -1.       -1.       -1.       -1.      ]
0,1,2,3,4,5
1,-9.225622259418742,1847.9659052849056,"(0, 0)","[   2.75229068   78.73999786   31.81999969 1731.80004883  184.91000366
   54.24200058  166.67554188    0.            0.            0.
    0.            3.36690756    3.71971671    3.26999204    3.47825574
    3.69279246   59.94738932   58.2956889    53.57249304   58.0955144
   59.46773819  124.97356326  109.76976901   56.81249392  112.72400451
  113.00968102   29.28097768   40.78683622   17.7273166    30.1964647
   30.1964647 ]",[ 0.8860123 -1.        -1.        -1.        -1.       ]
1,-27.637545193496408,2082.979029716593,"(0, 0)","[   2.75229068   78.73999786   31.81999969 1731.80004883  184.91000366
   54.24200058  166.67554188    0.            0.            0.
    0.            3.36690756    3.71971671    3.26999204    3.47825574
    3.69279246   59.94738932   58.2956889    53.57249304   58.0955144
   59.46773819  124.97356326  109.76976901   56.81249392  112.72400451
  113.00968102   29.28097768   40.78683622   17.7273166    30.1964647
   30.1964647 ]",[ 0.8860123 -1.        -1.        -1.        -1.       ]
0,1,2,3,4,5
1,-9.225622259418742,2082.979029716593,"(0, 0)","[   2.75229068   78.28500366   32.5        1744.19995117  183.63000488
   53.86733246  166.67554188    0.            0.            0.
    0.            3.19877572    3.09021585    3.224304      3.1438597
    3.14142852   56.29485057   57.08912598   58.86200416   56.60350869
   57.24293984   64.80711208   76.3820176    88.97358803   81.21555684
   77.50102393   17.7273166    25.13701497   30.09340286   24.23416452
   23.93050423]",[ 1.        -0.8548125 -0.8548125 -0.8548125 -0.8548125]
1,-27.637545193496408,2078.3947910655515,"(0, 0)","[   2.75229068   78.28500366   32.5        1744.19995117  183.63000488
   53.86733246  166.67554188    0.            0.            0.
    0.            3.19877572    3.09021585    3.224304      3.1438597
    3.14142852   56.29485057   57.08912598   58.86200416   56.60350869
   57.24293984   64.80711208   76.3820176    88.97358803   81.21555684
   77.50102393   17.7273166    25.13701497   30.09340286   24.23416452
   23.93050423]",[ 1.        -0.8548125 -0.8548125 -0.8548125 -0.8548125]
0,1,2,3,4,5
1,-9.225622259418742,2078.3947910655515,"(0, 0)","[   2.75229068   79.80750275   33.49000168 1750.59997559  185.66000366
   54.3706665   166.67554188    0.            0.            0.
    0.            3.24937817    2.97410179    2.84631752    3.22199523
    3.06570385   58.34716747   57.62678453   57.34365254   58.22534366
   57.01674671   83.76593139   67.16901019   72.61746688   90.47895336
   70.26271353   29.42631954   18.30773894   18.69465518   32.95322356
   18.30773894]",[ 0.81442076 -1.         -1.         -1.         -1.        ]
1,-27.637545193496408,2150.0653249383213,"(0, 0)","[   2.75229068   79.80750275   33.49000168 1750.59997559  185.66000366
   54.3706665   166.67554188    0.            0.            0.
    0.            3.24937817    2.97410179    2.84631752    3.22199523
    3.06570385   58.34716747   57.62678453   57.34365254   58.22534366
   57.01674671   83.76593139   67.16901019   72.61746688   90.47895336
   70.26271353   29.42631954   18.30773894   18.69465518   32.95322356
   18.30773894]",[ 0.81442076 -1.         -1.         -1.         -1.        ]
0,1,2,3,4,5
1,-9.225622259418742,2150.0653249383213,"(0, 0)","[   2.75229068   79.21250153   33.91999817 1720.5         183.42999268
   55.17333221  166.67554188    0.            0.            0.
    0.            2.79066531    2.58953644    2.48508091    2.68537265
    2.61242786   58.08418252   58.73484367   57.9083282    57.68156868
   58.08533458   91.13897695   88.6802952    90.55882661   84.25131198
   88.40627268   25.33177482   19.9514399    19.9514399    25.33177482
   26.24307406]",[ 1.         -0.66706073 -0.66706073 -0.66706073 -0.66706073]
1,-27.637545193496408,2238.820254449576,"(0, 0)","[   2.75229068   79.21250153   33.91999817 1720.5         183.42999268
   55.17333221  166.67554188    0.            0.            0.
    0.            2.79066531    2.58953644    2.48508091    2.68537265
    2.61242786   58.08418252   58.73484367   57.9083282    57.68156868
   58.08533458   91.13897695   88.6802952    90.55882661   84.25131198
   88.40627268   25.33177482   19.9514399    19.9514399    25.33177482
   26.24307406]",[ 1.         -0.66706073 -0.66706073 -0.66706073 -0.66706073]
0,1,2,3,4,5
1,-9.225622259418742,2238.820254449576,"(0, 0)","[   2.75229068   79.72250366   33.25       1734.59997559  183.50999451
   54.45866776  166.67554188    0.            0.            0.
    0.            2.38550539    2.09859712    2.40286815    2.28753788
    2.10802658   58.02176465   58.68231981   62.15492877   58.10159677
   56.91441021   95.38887016   89.73045209  195.94153165   69.24599346
   65.0568819    20.75688555   11.62926803   29.67733115    8.09537421
    8.09537421]",[ 1.        -0.3451053 -0.3451053 -0.3451053 -0.3451053]
1,-27.637545193496408,2518.0022957481888,"(0, 0)","[   2.75229068   79.72250366   33.25       1734.59997559  183.50999451
   54.45866776  166.67554188    0.            0.            0.
    0.            2.38550539    2.09859712    2.40286815    2.28753788
    2.10802658   58.02176465   58.68231981   62.15492877   58.10159677
   56.91441021   95.38887016   89.73045209  195.94153165   69.24599346
   65.0568819    20.75688555   11.62926803   29.67733115    8.09537421
    8.09537421]",[ 1.        -0.3451053 -0.3451053 -0.3451053 -0.3451053]
0,1,2,3,4,5
1,-9.225622259418742,2518.0022957481888,"(0, 0)","[   2.75229068   79.18250275   34.34999847 1704.80004883  181.57000732
   54.59133148  166.67554188    0.            0.            0.
    0.            2.52591215    2.56109099    2.89696433    2.60097398
    2.53133137   60.76996681   60.48119336   63.85989765   60.84635693
   59.26201279  189.26556331  154.04251697  249.16399105  181.67400578
  146.10605043   31.92067763   21.95278361   37.71390943   31.92067763
   21.95278361]",[ 0.8330233 -1.        -1.        -1.        -1.       ]
1,-27.637545193496408,2396.328590658708,"(0, 0)","[   2.75229068   79.18250275   34.34999847 1704.80004883  181.57000732
   54.59133148  166.67554188    0.            0.            0.
    0.            2.52591215    2.56109099    2.89696433    2.60097398
    2.53133137   60.76996681   60.48119336   63.85989765   60.84635693
   59.26201279  189.26556331  154.04251697  249.16399105  181.67400578
  146.10605043   31.92067763   21.95278361   37.71390943   31.92067763
   21.95278361]",[ 0.8330233 -1.        -1.        -1.        -1.       ]
0,1,2,3,4,5
1,-9.225622259418742,2396.328590658708,"(0, 0)","[   2.75229068   79.52749634   32.81000137 1710.30004883  181.80999756
   54.68199921  166.67554188    0.            0.            0.
    0.            3.07790649    3.5979269     3.73401139    3.63333915
    3.74944156   63.05710505   59.88463846   62.48078141   66.97490054
   62.71757006  218.00323421  126.70147195  136.01336784  274.27013045
  198.78697729   38.640365     23.60809817   25.88711581   51.36212798
   46.68853156]",[ 1.         -0.75119424 -0.75119424 -0.75119424 -0.75119424]
1,-27.637545193496408,2495.083645759918,"(0, 0)","[   2.75229068   79.52749634   32.81000137 1710.30004883  181.80999756
   54.68199921  166.67554188    0.            0.            0.
    0.            3.07790649    3.5979269     3.73401139    3.63333915
    3.74944156   63.05710505   59.88463846   62.48078141   66.97490054
   62.71757006  218.00323421  126.70147195  136.01336784  274.27013045
  198.78697729   38.640365     23.60809817   25.88711581   51.36212798
   46.68853156]",[ 1.         -0.75119424 -0.75119424 -0.75119424 -0.75119424]
0,1,2,3,4,5
1,-9.225622259418742,2495.083645759918,"(0, 0)","[   2.75229068   79.5625       33.70999908 1713.30004883  181.3999939
   53.72066879  166.67554188    0.            0.            0.
    0.            3.75143765    3.78384282    3.68297853    3.77371226
    3.81288032   61.82811129   62.60084012   62.06078437   62.27711866
   62.84668672  142.84415568  122.73741122  108.20571173  136.50378439
  136.77908598   28.82171024   30.58997724   29.99193304   28.82171024
   31.9364431 ]",[ 1.        -0.2905013 -0.2905013 -0.2905013 -0.2905013]
1,-27.637545193496408,2436.331636285464,"(0, 0)","[   2.75229068   79.5625       33.70999908 1713.30004883  181.3999939
   53.72066879  166.67554188    0.            0.            0.
    0.            3.75143765    3.78384282    3.68297853    3.77371226
    3.81288032   61.82811129   62.60084012   62.06078437   62.27711866
   62.84668672  142.84415568  122.73741122  108.20571173  136.50378439
  136.77908598   28.82171024   30.58997724   29.99193304   28.82171024
   31.9364431 ]",[ 1.        -0.2905013 -0.2905013 -0.2905013 -0.2905013]
0,1,2,3,4,5
1,-9.225622259418742,2436.331636285464,"(0, 0)","[   2.75229068   79.48500061   35.49000168 1736.90002441  183.25
   55.66666794  166.67554188    0.            0.            0.
    0.            3.60165556    2.82525721    2.82371052    3.27922494
    3.12288353   62.44080495   58.35133554   60.98093017   59.08186275
   60.43373078  103.13902584   57.99899302   71.71013837   68.80038296
   62.1787039    30.79274847    9.55827938   14.40718835   12.73525574
    6.58118303]",[ 1.        -0.7468908 -0.7468908 -0.7468908 -0.7468908]
1,-27.637545193496408,2636.3417778853727,"(0, 0)","[   2.75229068   79.48500061   35.49000168 1736.90002441  183.25
   55.66666794  166.67554188    0.            0.            0.
    0.            3.60165556    2.82525721    2.82371052    3.27922494
    3.12288353   62.44080495   58.35133554   60.98093017   59.08186275
   60.43373078  103.13902584   57.99899302   71.71013837   68.80038296
   62.1787039    30.79274847    9.55827938   14.40718835   12.73525574
    6.58118303]",[ 1.        -0.7468908 -0.7468908 -0.7468908 -0.7468908]
0,1,2,3,4,5
1,-9.225622259418742,2636.3417778853727,"(0, 0)","[   2.75229068   80.46250153   35.43999863 1737.80004883  182.83000183
   59.87333298  166.67554188    0.            0.            0.
    0.            3.16503581    5.81485466    6.96395795    3.60815512
    4.38768367   64.2932663    74.15771429   74.6209897    65.98157882
   69.33511511  128.39439636  313.46123472  303.13040956  169.65000864
  238.04534218   33.99859376   67.01711172   69.99945499   42.60933599
   54.856011  ]",[ 1.        -0.9333172 -0.9333172 -0.9333172 -0.9333172]
1,-27.637545193496408,2904.689502039222,"(0, 0)","[   2.75229068   80.46250153   35.43999863 1737.80004883  182.83000183
   59.87333298  166.67554188    0.            0.            0.
    0.            3.16503581    5.81485466    6.96395795    3.60815512
    4.38768367   64.2932663    74.15771429   74.6209897    65.98157882
   69.33511511  128.39439636  313.46123472  303.13040956  169.65000864
  238.04534218   33.99859376   67.01711172   69.99945499   42.60933599
   54.856011  ]",[ 1.        -0.9333172 -0.9333172 -0.9333172 -0.9333172]
0,1,2,3,4,5
1,-9.225622259418742,2904.689502039222,"(0, 0)","[   2.75229068   80.83499908   36.81000137 1725.19995117  184.91000366
   58.77066803  166.67554188    0.            0.            0.
    0.            7.65736251   10.0101431    10.44342685    8.26439994
    9.44550632   72.84873599   73.90953157   74.37204119   73.61643626
   77.15451916  245.10315475  223.11562189  163.89877391  213.03806843
  223.40072737   62.30277333   79.31702989   70.57021594   62.30277333
   70.6915684 ]",[ 0.7221521 -1.        -1.        -1.        -1.       ]
1,-27.637545193496408,2933.856958887747,"(0, 0)","[   2.75229068   80.83499908   36.81000137 1725.19995117  184.91000366
   58.77066803  166.67554188    0.            0.            0.
    0.            7.65736251   10.0101431    10.44342685    8.26439994
    9.44550632   72.84873599   73.90953157   74.37204119   73.61643626
   77.15451916  245.10315475  223.11562189  163.89877391  213.03806843
  223.40072737   62.30277333   79.31702989   70.57021594   62.30277333
   70.6915684 ]",[ 0.7221521 -1.        -1.        -1.        -1.       ]
0,1,2,3,4,5
1,-9.225622259418742,2933.856958887747,"(0, 0)","[   2.75229068   81.27999878   37.29000092 1697.80004883  185.36000061
   58.86399841  166.67554188    0.            0.            0.
    0.           10.81922306   11.07001344   10.93656647   10.74907042
   10.57267485   75.04910647   75.36181588   70.74608803   71.99299887
   71.99819986  145.42281068  127.13067109  117.54902045  123.60088401
  114.25848567   70.57021594   75.21163813   76.0670802    70.57021594
   70.82161015]",[ 0.89125556 -1.         -1.         -1.         -1.        ]
1,-27.637545193496408,3210.121873011467,"(0, 0)","[   2.75229068   81.27999878   37.29000092 1697.80004883  185.36000061
   58.86399841  166.67554188    0.            0.            0.
    0.           10.81922306   11.07001344   10.93656647   10.74907042
   10.57267485   75.04910647   75.36181588   70.74608803   71.99299887
   71.99819986  145.42281068  127.13067109  117.54902045  123.60088401
  114.25848567   70.57021594   75.21163813   76.0670802    70.57021594
   70.82161015]",[ 0.89125556 -1.         -1.         -1.         -1.        ]
0,1,2,3,4,5
1,-9.225622259418742,3210.121873011467,"(0, 0)","[   2.75229068   80.58000183   37.40999985 1718.90002441  182.91999817
   57.62533188  166.67554188    0.            0.            0.
    0.           10.83485652    8.76696681    8.07560732   10.21017909
    9.09349083   71.32945853   65.22741876   62.27137022   66.77453456
   61.82427862  106.03074093   65.10679667   62.68771354   89.45236235
   46.00909151   76.0670802    40.09080781   41.37836948   56.07000931
   33.30971805]",[ 1.       -0.842604 -0.842604 -0.842604 -0.842604]
1,-27.637545193496408,3031.779094067617,"(0, 0)","[   2.75229068   80.58000183   37.40999985 1718.90002441  182.91999817
   57.62533188  166.67554188    0.            0.            0.
    0.           10.83485652    8.76696681    8.07560732   10.21017909
    9.09349083   71.32945853   65.22741876   62.27137022   66.77453456
   61.82427862  106.03074093   65.10679667   62.68771354   89.45236235
   46.00909151   76.0670802    40.09080781   41.37836948   56.07000931
   33.30971805]",[ 1.       -0.842604 -0.842604 -0.842604 -0.842604]
0,1,2,3,4,5
1,-9.225622259418742,3031.779094067617,"(0, 0)","[   2.75229068   82.875        39.54999924 1676.19995117  187.19999695
   59.04399872  166.67554188    0.            0.            0.
    0.            7.56221014    5.78040808    5.39696537    7.01200014
    6.19931728   62.89486422   61.33225168   61.39114482   62.34732323
   59.72151861   59.80035867   43.79660524   45.56552273   52.03378368
   38.83443202   41.37836948   28.31649513   30.30903773   38.13970188
   28.31649513]",[ 0.8510437 -1.        -1.        -1.        -1.       ]
1,-27.637545193496408,2975.942940134588,"(0, 0)","[   2.75229068   82.875        39.54999924 1676.19995117  187.19999695
   59.04399872  166.67554188    0.            0.            0.
    0.            7.56221014    5.78040808    5.39696537    7.01200014
    6.19931728   62.89486422   61.33225168   61.39114482   62.34732323
   59.72151861   59.80035867   43.79660524   45.56552273   52.03378368
   38.83443202   41.37836948   28.31649513   30.30903773   38.13970188
   28.31649513]",[ 0.8510437 -1.        -1.        -1.        -1.       ]
0,1,2,3,4,5
1,-9.225622259418742,2975.942940134588,"(0, 0)","[   2.75229068   83.36499786   38.18999863 1698.30004883  188.36000061
   63.32799911  166.67554188    0.            0.            0.
    0.            5.02451382    3.57123377    2.80642357    4.69969841
    4.19557579   61.29553619   57.93148506   55.84364891   61.43861678
   59.5958678    40.04553492   -7.79297316  -43.25550615   41.14842322
   19.01413574   30.30903773   12.73952762    8.62151292   32.43909532
   18.62843252]",[ 1.        -0.7613768 -0.7613768 -0.7613768 -0.7613768]
1,-27.637545193496408,3138.451339138697,"(0, 0)","[   2.75229068   83.36499786   38.18999863 1698.30004883  188.36000061
   63.32799911  166.67554188    0.            0.            0.
    0.            5.02451382    3.57123377    2.80642357    4.69969841
    4.19557579   61.29553619   57.93148506   55.84364891   61.43861678
   59.5958678    40.04553492   -7.79297316  -43.25550615   41.14842322
   19.01413574   30.30903773   12.73952762    8.62151292   32.43909532
   18.62843252]",[ 1.        -0.7613768 -0.7613768 -0.7613768 -0.7613768]
0,1,2,3,4,5
1,-9.225622259418742,3138.451339138697,"(0, 0)","[   2.75229068   85.99749756   38.93999863 1714.69995117  189.80000305
   62.71133423  166.67554188    0.            0.            0.
    0.            3.13446386    5.65069178    6.93918692    3.70802864
    4.27314795   61.67682107   68.67525389   69.74254814   63.50823225
   64.29982235   53.96055292  292.69761737  315.77539709  137.46223602
  178.41095759   30.19982234   51.51387149   55.97384894   36.61712006
   38.23331156]",[ 0.9479621 -1.        -1.        -1.        -1.       ]
1,-27.637545193496408,3283.876614137789,"(0, 0)","[   2.75229068   85.99749756   38.93999863 1714.69995117  189.80000305
   62.71133423  166.67554188    0.            0.            0.
    0.            3.13446386    5.65069178    6.93918692    3.70802864
    4.27314795   61.67682107   68.67525389   69.74254814   63.50823225
   64.29982235   53.96055292  292.69761737  315.77539709  137.46223602
  178.41095759   30.19982234   51.51387149   55.97384894   36.61712006
   38.23331156]",[ 0.9479621 -1.        -1.        -1.        -1.       ]
0,1,2,3,4,5
1,-9.225622259418742,3283.876614137789,"(0, 0)","[   2.75229068   88.20999908   39.59999847 1713.30004883  196.83999634
   68.33666992  166.67554188    0.            0.            0.
    0.            7.8240896    10.80964483   11.19423962    9.0839526
   10.22357162   69.33595107   70.96306914   71.14212838   71.78688992
   72.66937583  253.21894019  204.58374399  167.87608449  260.84458621
  262.3323179    55.21114978   46.79986775   46.79986775   61.01106957
   64.28500078]",[ 0.74902356 -1.         -1.         -1.         -1.        ]
1,-27.637545193496408,3193.87166892779,"(0, 0)","[   2.75229068   88.20999908   39.59999847 1713.30004883  196.83999634
   68.33666992  166.67554188    0.            0.            0.
    0.            7.8240896    10.80964483   11.19423962    9.0839526
   10.22357162   69.33595107   70.96306914   71.14212838   71.78688992
   72.66937583  253.21894019  204.58374399  167.87608449  260.84458621
  262.3323179    55.21114978   46.79986775   46.79986775   61.01106957
   64.28500078]",[ 0.74902356 -1.         -1.         -1.         -1.        ]
0,1,2,3,4,5
1,-9.225622259418742,3193.87166892779,"(0, 0)","[   2.75229068   83.97499847   36.34000015 1732.          186.27000427
   64.85600281  166.67554188    0.            0.            0.
    0.           12.05844468   15.2626318    15.81247307   13.05323688
   13.54906263   73.53982294   77.81767521   72.92543299   74.95858377
   73.74689953  183.67356245  181.5616049   162.3234269   187.35588122
  165.40335162   54.61303853   67.85597519   68.22330246   60.44305843
   61.37967039]",[ 0.7806165 -1.        -1.        -1.        -1.       ]
1,-27.637545193496408,3240.957712969608,"(0, 0)","[   2.75229068   83.97499847   36.34000015 1732.          186.27000427
   64.85600281  166.67554188    0.            0.            0.
    0.           12.05844468   15.2626318    15.81247307   13.05323688
   13.54906263   73.53982294   77.81767521   72.92543299   74.95858377
   73.74689953  183.67356245  181.5616049   162.3234269   187.35588122
  165.40335162   54.61303853   67.85597519   68.22330246   60.44305843
   61.37967039]",[ 0.7806165 -1.        -1.        -1.        -1.       ]
0,1,2,3,4,5
1,-9.225622259418742,3240.957712969608,"(0, 0)","[   2.75229068   84.69999695   36.25999832 1729.30004883  187.74000549
   62.35200119  166.67554188    0.            0.            0.
    0.           15.32703067    9.19538817    7.40767779   13.69856513
   12.56759925   67.68894122   50.8553627    54.36635257   61.07252211
   62.14584292  105.5348965   -19.57713898   -3.46714405   66.16423102
   53.71345351   25.54876805    6.69198367    6.58764893   23.94509463
    9.56918369]",[ 0.9456548 -1.        -1.        -1.        -1.       ]
1,-27.637545193496408,3304.7110568725075,"(0, 0)","[   2.75229068   84.69999695   36.25999832 1729.30004883  187.74000549
   62.35200119  166.67554188    0.            0.            0.
    0.           15.32703067    9.19538817    7.40767779   13.69856513
   12.56759925   67.68894122   50.8553627    54.36635257   61.07252211
   62.14584292  105.5348965   -19.57713898   -3.46714405   66.16423102
   53.71345351   25.54876805    6.69198367    6.58764893   23.94509463
    9.56918369]",[ 0.9456548 -1.        -1.        -1.        -1.       ]
0,1,2,3,4,5
1,-9.225622259418742,3304.7110568725075,"(0, 0)","[   2.75229068   85.74749756   37.11999893 1720.30004883  188.94000244
   66.05999756  166.67554188    0.            0.            0.
    0.            6.05718107    6.30736347    6.80968723    4.96676697
    5.30295655   54.83461288   61.47422085   60.51516268   54.96499047
   59.11439406   15.42442581   95.94347657   86.84020302    6.47744201
   44.44261124    4.88106972   28.86316713   28.86316713    4.85693534
   17.53263852]",[ 0.9723037 -1.        -1.        -1.        -1.       ]
1,-27.637545193496408,3266.3751227219,"(0, 0)","[   2.75229068   85.74749756   37.11999893 1720.30004883  188.94000244
   66.05999756  166.67554188    0.            0.            0.
    0.            6.05718107    6.30736347    6.80968723    4.96676697
    5.30295655   54.83461288   61.47422085   60.51516268   54.96499047
   59.11439406   15.42442581   95.94347657   86.84020302    6.47744201
   44.44261124    4.88106972   28.86316713   28.86316713    4.85693534
   17.53263852]",[ 0.9723037 -1.        -1.        -1.        -1.       ]
0,1,2,3,4,5
1,-9.225622259418742,3266.3751227219,"(0, 0)","[   2.75229068   88.01999664   38.38000107 1729.59997559  193.57000732
   65.47533417  166.67554188    0.            0.            0.
    0.            6.63823501    6.77894682    5.15426532    6.92603515
    7.26510678   58.35721256   57.48484028   52.82083596   59.86911212
   60.44369656   53.46391005   45.60560158  -24.89474745   73.89777996
   65.70238593   16.91106118   11.72306114    3.96799257   20.71348093
   11.72306114]",[ 1.        -0.9017829 -0.9017829 -0.9017829 -0.9017829]
1,-27.637545193496408,2876.3549651120375,"(0, 0)","[   2.75229068   88.01999664   38.38000107 1729.59997559  193.57000732
   65.47533417  166.67554188    0.            0.            0.
    0.            6.63823501    6.77894682    5.15426532    6.92603515
    7.26510678   58.35721256   57.48484028   52.82083596   59.86911212
   60.44369656   53.46391005   45.60560158  -24.89474745   73.89777996
   65.70238593   16.91106118   11.72306114    3.96799257   20.71348093
   11.72306114]",[ 1.        -0.9017829 -0.9017829 -0.9017829 -0.9017829]
0,1,2,3,4,5
1,-9.225622259418742,2876.3549651120375,"(0, 0)","[ 2.75229068e+00  8.78974991e+01  3.79599991e+01  1.72919995e+03
  1.94240005e+02  6.61193314e+01  1.66675542e+02  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.02019771e+00
  3.51280848e+00  3.66216482e+00  3.60571671e+00  3.60843671e+00
  5.34820934e+01  5.61333137e+01  5.69958964e+01  5.51915600e+01
  5.63675130e+01 -5.19953073e+01  1.64340549e+01  3.32414351e+01
 -1.20264804e+01  2.49010881e+01  1.17719939e+01  2.49180969e+00
  3.93770201e-01  8.24116858e+00  1.08510673e+00]",[ 1.        -0.7661706 -0.7661706 -0.7661706 -0.7661706]
