,0
0,1.0
1,0.9983464365452528
2,1.0043194346734012
3,1.0360230593436133
4,1.0756122244612236
5,1.0312764712794245
6,1.057476899681242
7,1.0615623916573447
8,1.0594825477078065
9,1.0415644397142512
10,1.053423501357616
11,1.0637463170254393
12,1.067008674176456
13,1.067984722471114
14,1.0953813440020073
15,1.0955753791839884
16,1.0869287943956032
17,1.0630391406473114
18,1.0313360315411613
19,1.0664045063348548
20,1.0898783281989521
21,1.0828247771149468
22,1.0877832132791947
23,1.0903902183800596
24,1.101202814210742
25,1.0926416129884466
26,1.0706398702974569
27,1.0727456121455716
28,1.0800525684966087
29,1.0675679723504097
30,1.0682301651246784
31,1.0586390453231596
32,1.050771370638434
33,1.0088850669263096
34,1.0021954461993308
35,1.0349069395316397
36,0.9896038946862017
37,0.9796712903919861
38,1.0159164281679491
39,0.9882419776209649
40,0.9654731169257181
41,0.9494255711959655
42,0.9406707686494957
43,0.9066205317005608
44,0.9772880412274164
45,0.972310999640485
46,0.9911607503912596
47,0.9846734856176746
48,0.9981358295680428
49,0.9778774261577787
50,0.9932089607944578
51,0.9432744506082252
52,0.9476735930877738
53,0.9628291052521395
54,0.945345418660286
55,0.9382934267109482
56,0.9392236403722092
57,0.9315018426383057
58,0.9273694393697736
59,0.9314365724415808
60,0.9502004348612766
61,0.9536858513887084
62,0.9697506477217618
63,0.9721995323794032
64,0.9634818245344229
65,0.9748109141799295
66,0.9720494315408199
67,0.9849811250899247
68,1.0281631905775952
69,1.0205262796550054
70,1.0266493173497009
71,1.0257123826317398
72,1.010758297586675
73,1.0083529303216114
74,1.0180316272135197
75,1.0003823203356874
76,1.0119033457649003
77,1.0173741806829313
78,1.0034293317353646
79,0.9978437102772705
80,0.9904647823113762
81,1.0049648563206381
82,0.9943696166112368
83,0.9844139874451746
84,0.9826920696513891
85,0.9760811713584019
86,0.9789427335242241
87,0.9510934900328818
88,0.9423139948080991
89,0.9204585992413825
90,0.9038844070281963
91,0.921877484146212
92,0.9131192151870904
93,0.9096820815848702
94,0.8945890281712959
95,0.9096600294100162
96,0.9067210679124296
97,0.9299512115502983
98,0.9281218800848091
99,0.9387442792547569
100,0.9462709673387825
101,0.941482729024997
102,0.9427432688847911
103,0.9329551225066696
104,0.9076405606699289
105,0.9306577611119075
106,0.9331774972654728
107,0.9355093963127961
108,0.9321780243074808
109,0.9391060626983977
110,0.9418511219829689
111,0.9517174568567829
112,0.9398312686518683
113,0.9438290019416014
114,0.9466042812154766
115,0.950333852851846
116,0.9555439393453482
117,0.9584031266095013
118,0.9804868845210111
119,0.9963912297778029
120,0.9924456878344294
121,1.0025814296861613
122,0.999168411101087
123,1.0006346226593836
124,1.003691696415066
125,1.007897284435704
126,0.9931873811204622
127,0.9832701143177078
128,0.9886735770883598
129,0.9954349832930359
130,1.011402285718946
131,1.002233908802513
132,0.9947020924661538
133,0.9884418260841529
134,0.9817027806640546
135,0.9645491263969341
136,0.9812065277955849
137,0.9833571165301509
138,0.9869060032430813
139,0.984883329197697
140,0.9919933918731698
141,0.979698946824906
142,0.9809898186965497
143,1.0062025217960475
144,1.0141210397205631
145,1.0226302841780355
146,1.023161675702647
147,1.0172944923676353
148,1.0223329607456568
149,1.00843854952276
150,1.0138722521294117
151,1.0154859811784698
152,1.016844892522274
153,1.0295871340411114
154,1.024531762290075
155,1.0078714739622334
156,0.9915470964437396
157,1.000864596219167
158,0.9856425702434598
159,0.9874888130282738
160,1.0114746360652487
161,1.0181137401339195
162,1.0209036518978787
163,1.010132559203616
164,1.0212698652040977
165,1.0371716672755937
166,1.0370351712013974
167,1.0371309925988286
168,1.0409318539991015
169,1.0407519729103236
170,1.0541091672960041
171,1.055524864570144
172,1.0517374492594962
173,1.0374570587072443
174,1.0442178304219238
175,1.0435795869704656
176,1.0574018348188272
177,1.057797031408658
178,1.0537741598641481
179,1.0319279840024016
180,1.039265651240754
181,1.0542567008707302
182,1.0594028153252308
183,1.0751314021743636
184,1.0880556310799685
185,1.074135506733019
186,1.0762972891322962
187,1.0713539571797162
188,1.0748617213018723
189,1.078610804609505
190,1.0838923858773681
191,1.0828839957916068
192,1.093696216253762
193,1.0908075227480027
194,1.0979181184575133
195,1.1055027056084543
196,1.1077249761838783
197,1.11822617155147
198,1.1357196031927037
199,1.1502295264620472
200,1.150680046283067
201,1.153765892723616
202,1.1665808352312557
203,1.1719427441872754
204,1.2423615103125711
205,1.2414713414380472
206,1.2423705107936351
207,1.2698587696205297
208,1.288060691017995
209,1.3403157443041862
210,1.3217048998934404
211,1.3344734294478355
212,1.3345358042514122
213,1.338014647976551
214,1.3113891156921724
215,1.2438126523365587
216,1.2573429598254997
217,1.2560898039180277
218,1.2420580380228146
219,1.2339512144197848
220,1.2554938858978457
221,1.2719582938755745
222,1.2834743308473007
223,1.2932994568669816
224,1.3061217196165162
225,1.2922576238900993
226,1.2956032644494937
227,1.2401146212338838
228,1.2802730336511745
229,1.279019651240907
230,1.2560099974789853
231,1.2520209569890939
232,1.209518439217321
233,1.2311684488694592
234,1.2693839880300646
235,1.2850981627811717
236,1.2423546126741931
237,1.258366859755529
238,1.222839575577259
239,1.214981017217214
240,1.2303804275142851
241,1.1970787676178718
242,1.194226555159346
243,1.1652796163828132
244,1.2012928628566066
245,1.2503496014119637
246,1.2883952517605939
247,1.3133929178788475
248,1.3103833371095606
249,1.3111184437703494
250,1.3016595225532714
251,1.2877679349062001
