0,1,2,3,4
0,1,2,3,4
-0.4711896325225098,-4927.568989702744,"(0,)","[ 1.87613753e+01  8.25242857e+01  5.63200000e+01  7.13700000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  4.44723144e-01
 -1.32077575e-01  5.67695909e-02  5.23216724e+01  5.01383257e+01
  4.79052603e+01  9.71374860e+01  3.83410832e+01  4.87400942e+01
  9.24436690e+00  1.21467687e+01  3.40353556e+00]",[-1.          0.88363653  0.88363653]
0,1,2,3,4
-0.4711896325225098,-4918.732661732783,"(0,)","[ 1.87613753e+01  8.31571429e+01  5.67900000e+01  7.19600000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  4.66381867e-01
 -6.70882613e-02  8.56042847e-02  5.33176470e+01  5.13036741e+01
  4.93330688e+01  8.48796235e+01  4.68448389e+01  3.74874368e+01
  6.61349273e+00  1.21467687e+01  1.49808709e+00]",[-0.9548723  1.         1.       ]
0,1,2,3,4
-0.4711896325225098,-4928.050932499651,"(0,)","[ 1.87613753e+01  8.15378571e+01  5.60500000e+01  7.10500000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  3.48862270e-01
 -7.44375082e-02  3.46274290e-02  5.05240335e+01  4.94223257e+01
  4.72660792e+01  4.06515191e+01  1.06769872e+01  2.43676428e+01
  1.66917726e-01  3.57855364e+00  1.05572903e+00]",[-1.         0.9138868  0.9138868]
0,1,2,3,4
-0.4711896325225098,-4917.114584085164,"(0,)","[ 1.87613753e+01  8.17178571e+01  5.61100000e+01  7.09300000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  2.67171848e-01
 -7.45608497e-02 -1.52789671e-02  5.08203482e+01  4.95774174e+01
  4.69974596e+01  2.29374997e+01  1.12271404e+01  1.23750509e+01
  3.58461808e+00  1.21670832e+00  5.02810795e+00]",[-1.         0.9190109  0.9190109]
0,1,2,3,4
-0.4711896325225098,-4941.502870782895,"(0,)","[ 1.87613753e+01  8.20714286e+01  5.68800000e+01  7.18700000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  2.28329815e-01
 -1.23832871e-02  2.07804544e-02  5.14116629e+01  5.15497866e+01
  4.93309227e+01  4.13726777e+01  8.42247005e+01  4.77392964e+01
  6.03557815e-01  8.86801030e+00  2.20193523e-01]",[-0.29637384  1.          1.        ]
0,1,2,3,4
-0.4711896325225098,-4953.493297919582,"(0,)","[ 1.87613753e+01  8.12928571e+01  5.66900000e+01  7.15800000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  1.33187711e-01
  2.13157524e-02  2.56614205e-02  5.00410825e+01  5.10401493e+01
  4.86473933e+01  2.41079337e+00  6.06725442e+01  3.50451496e+01
  8.49791904e+00  7.91925884e-01  3.89086628e+00]",[-1.          0.67585444  0.67585444]
0,1,2,3,4
-0.4711896325225098,-4962.450620981936,"(0,)","[ 1.87613753e+01  8.34285714e+01  5.82100000e+01  7.43000000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  2.27498739e-01
  1.68728781e-01  2.46173158e-01  5.35546859e+01  5.47429773e+01
  5.47331233e+01  9.07563464e+01  2.08409007e+02  1.59759332e+02
  4.36912067e+00  1.67002538e+01  2.14851870e+01]",[-0.7962153  1.         1.       ]
0,1,2,3,4
-0.4711896325225098,-4963.096042331671,"(0,)","[ 1.87613753e+01  8.46457143e+01  5.90500000e+01  7.31800000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  3.95890584e-01
  3.49309030e-01  3.26788643e-01  5.54037817e+01  5.66186435e+01
  5.21029471e+01  1.78984715e+02  2.50054439e+02  1.31143740e+02
  1.46192822e+01  2.47356148e+01  1.64005229e+01]",[-0.988633  1.        1.      ]
0,1,2,3,4
-0.4711896325225098,-4988.726583120045,"(0,)","[ 1.87613753e+01  8.56300000e+01  5.94100000e+01  7.42700000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  6.01828462e-01
  5.15526502e-01  4.73176404e-01  5.68412211e+01  5.74013729e+01
  5.43132734e+01  2.40026337e+02  2.34489481e+02  1.41181642e+02
  2.08709436e+01  2.76373990e+01  1.64005229e+01]",[-0.8171492  1.         1.       ]
0,1,2,3,4
-0.4711896325225098,-4998.845699688543,"(0,)","[ 1.87613753e+01  8.71342857e+01  5.92500000e+01  7.44400000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  8.76317358e-01
  6.27115387e-01  5.96036599e-01  5.89339219e+01  5.69291102e+01
  5.46509195e+01  2.87258547e+02  2.09230260e+02  1.51131750e+02
  3.24770538e+01  2.98671507e+01  2.04637992e+01]",[-0.489101  1.        1.      ]
0,1,2,3,4
-0.4711896325225098,-4999.666480895628,"(0,)","[ 1.87613753e+01  8.65542857e+01  5.86300000e+01  7.36900000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  1.03511843e+00
  6.57937272e-01  6.25673086e-01  5.78157588e+01  5.51115088e+01
  5.28677281e+01  2.25038487e+02  1.52001450e+02  1.02079585e+02
  3.24770538e+01  2.46950109e+01  9.01527300e+00]",[-0.5224894  1.         1.       ]
0,1,2,3,4
-0.4711896325225098,-5016.644546136212,"(0,)","[ 1.87613753e+01  8.76985714e+01  5.84100000e+01  7.40300000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  1.23902106e+00
  6.57037755e-01  6.68884886e-01  5.93883651e+01  5.44730976e+01
  5.35780654e+01  2.24291192e+02  1.17284171e+02  1.24848640e+02
  3.65275380e+01  1.91737527e+01  1.81214597e+01]",[-0.6934327  1.         1.       ]
0,1,2,3,4
-0.4711896325225098,-5018.994250878243,"(0,)","[ 1.87613753e+01  8.68871429e+01  5.83900000e+01  7.32200000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  1.31992458e+00
  6.47249954e-01  6.30502281e-01  5.78075063e+01  5.44138190e+01
  5.16592903e+01  1.98007739e+02  1.26350993e+02  9.66602539e+01
  4.06862273e+01  2.89850114e+01  8.01021474e+00]",[-0.98926306  1.          1.        ]
0,1,2,3,4
-0.4711896325225098,-5027.9420672622155,"(0,)","[ 1.87613753e+01  8.63471429e+01  5.80800000e+01  7.15200000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  1.32519174e+00
  6.07476036e-01  4.57632692e-01  5.67672125e+01  5.34806346e+01
  4.79323462e+01  1.30993111e+02  7.65583821e+01  1.61705845e+01
  2.84912094e+01  1.93754805e+01  7.43984890e+00]",[-0.8291818  1.         1.       ]
0,1,2,3,4
-0.4711896325225098,-5032.979269680132,"(0,)","[ 1.87613753e+01  8.55571429e+01  5.69300000e+01  7.17100000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  1.25119658e+00
  4.77653439e-01  3.32135064e-01  5.52621446e+01  5.01782106e+01
  4.83630640e+01  9.27645100e+01  2.47694477e+01  1.68198199e-01
  2.21399532e+01  7.83907529e+00  1.05701572e+01]",[-0.88650155  1.          1.        ]
0,1,2,3,4
-0.4711896325225098,-5038.586823722405,"(0,)","[ 1.87613753e+01  8.64242857e+01  5.79300000e+01  7.35100000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  1.24813831e+00
  4.50269314e-01  3.73615439e-01  5.65696359e+01  5.28000337e+01
  5.22354010e+01  1.12265085e+02  5.38525539e+01  6.19977517e+01
  2.53710098e+01  1.25564688e+01  3.55926468e+00]",[-1.          0.96997696  0.96997696]
0,1,2,3,4
-0.4711896325225098,-5052.1120441285275,"(0,)","[ 1.87613753e+01  8.67014286e+01  5.86400000e+01  7.29700000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  1.25362669e+00
  4.80321417e-01  3.58779660e-01  5.69852757e+01  5.45564907e+01
  5.10473625e+01  1.19882514e+02  9.08084627e+01  5.08858608e+01
  2.91156062e+01  2.15112430e+01  3.55926468e+00]",[-0.4070362  1.         1.       ]
0,1,2,3,4
-0.4711896325225098,-5055.907740768542,"(0,)","[ 1.87613753e+01  8.67057143e+01  5.86800000e+01  7.31100000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  1.24398224e+00
  5.01583647e-01  3.54235621e-01  5.69918601e+01  5.46548356e+01
  5.13441585e+01  1.06863608e+02  8.91207611e+01  5.09100947e+01
  2.62569990e+01  2.38091434e+01  6.39929030e+00]",[-0.93643767  1.          1.        ]
0,1,2,3,4
-0.4711896325225098,-5073.327215787587,"(0,)","[ 1.87613753e+01  8.66085714e+01  5.82900000e+01  7.38900000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  1.21450033e+00
  4.81414926e-01  4.08860825e-01  5.67880303e+01  5.34873308e+01
  5.29869785e+01  9.30009914e+01  7.95116888e+01  9.04662041e+01
  2.62569990e+01  2.38091434e+01  1.42447621e+01]",[-0.6209612  1.         1.       ]
0,1,2,3,4
-0.4711896325225098,-5086.212767180686,"(0,)","[ 1.87613753e+01  8.77600000e+01  5.62300000e+01  7.48600000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  1.26941335e+00
  2.95796526e-01  5.24377884e-01  5.86034152e+01  4.78966918e+01
  5.49440536e+01  1.11523283e+02 -4.15892647e+01  1.34871007e+02
  3.26447907e+01  8.16516404e+00  1.94081354e+01]",[-1.          0.67752796  0.67752796]
0,1,2,3,4
-0.4711896325225098,-5103.570160957856,"(0,)","[ 1.87613753e+01  8.63285714e+01  5.58100000e+01  7.38900000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  1.18378209e+00
  1.13493832e-01  5.31527969e-01  5.55994751e+01  4.68635707e+01
  5.26756392e+01  8.36598769e+01 -6.79847525e+01  1.00257939e+02
  2.87337191e+01  8.16516404e+00  1.83769787e+01]",[-0.85199296  1.          1.        ]
0,1,2,3,4
-0.4711896325225098,-5108.340089043661,"(0,)","[ 1.87613753e+01  8.62614286e+01  5.57300000e+01  7.29100000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  1.09784555e+00
 -3.70110586e-02  4.52895950e-01  5.54615277e+01  4.66652340e+01
  5.04967135e+01  4.07116354e+01 -1.04623300e+02 -6.83617672e+00
  5.59526508e+00  1.89722147e+01  2.02309366e+00]",[-0.5870724  1.         1.       ]
0,1,2,3,4
-0.4711896325225098,-5123.769699617839,"(0,)","[ 1.87613753e+01  8.58457143e+01  5.56300000e+01  7.20300000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  9.84842906e-01
 -1.62483425e-01  3.15929030e-01  5.45939551e+01  4.64112395e+01
  4.86281818e+01  5.53224985e+01 -9.33437136e+01 -3.76899227e+01
  9.69685222e+00  1.89722147e+01  4.02623901e+00]",[-1.        0.739918  0.739918]
0,1,2,3,4
-0.4711896325225098,-5144.4012974231955,"(0,)","[ 1.87613753e+01  8.21385714e+01  5.60500000e+01  7.40300000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  5.89358290e-01
 -2.25432049e-01  3.64562594e-01  4.77092657e+01  4.76492552e+01
  5.27397192e+01 -7.87425829e+01 -7.25557575e+01  7.37581730e+01
  1.87605015e+01  1.46037897e+01  7.48938473e+00]",[-1.         0.8739933  0.8739933]
0,1,2,3,4
-0.4711896325225098,-5182.260202046914,"(0,)","[ 1.87613753e+01  8.21257143e+01  5.77600000e+01  7.49100000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  2.71763696e-01
 -1.35771489e-01  4.68710684e-01  4.76876895e+01  5.22914048e+01
  5.44008801e+01 -7.94945189e+01  1.46908389e+01  1.54715027e+02
  1.87605015e+01  2.32816190e+00  1.83986617e+01]",[-1.         0.7496866  0.7496866]
0,1,2,3,4
-0.4711896325225098,-5176.344091543174,"(0,)","[ 1.87613753e+01  8.35942857e+01  5.85300000e+01  7.55100000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  1.36989998e-01
 -2.55285617e-03  5.92830006e-01  5.03413219e+01  5.41838894e+01
  5.55040136e+01 -5.51312117e+01  6.11782178e+01  1.69001267e+02
  1.24137736e+01  1.04247840e+01  1.83986617e+01]",[-0.49924177  1.          1.        ]
0,1,2,3,4
-0.4711896325225098,-5174.010489353423,"(0,)","[ 1.87613753e+01  8.50042857e+01  5.82900000e+01  7.48600000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  1.42315562e-01
  8.27045095e-02  6.31466740e-01  5.27232663e+01  5.34996152e+01
  5.40389257e+01  7.37456494e+00  7.34830499e+01  1.21146077e+02
  1.66622345e+00  1.28848595e+01  1.17832027e+01]",[-1.          0.66911256  0.66911256]
0,1,2,3,4
-0.4711896325225098,-5194.888337978406,"(0,)","[ 1.87613753e+01  8.72514286e+01  5.77100000e+01  7.39100000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  3.24125441e-01
  1.02291283e-01  5.78758007e-01  5.61879594e+01  5.18622289e+01
  5.19650434e+01  7.69000215e+01  2.15909898e+01  7.27849560e+01
  1.22496856e+01  2.69642020e+00  6.40557661e+00]",[-1.          0.51930666  0.51930666]
0,1,2,3,4
-0.4711896325225098,-5202.845282336954,"(0,)","[ 1.87613753e+01  8.66871429e+01  5.68000000e+01  7.27700000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  4.17861097e-01
  4.38787406e-02  4.39926288e-01  5.51382670e+01  4.94078957e+01
  4.96019513e+01  7.40355456e+01 -2.08836534e+01  8.68620699e+00
  1.59564952e+01  1.84528171e+00  4.64945358e+00]",[-1.          0.91324383  0.91324383]
0,1,2,3,4
-0.4711896325225098,-5195.6553974835915,"(0,)","[ 1.87613753e+01  8.68271429e+01  5.64900000e+01  7.19900000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  4.97706855e-01
 -2.71154592e-02  2.63919371e-01  5.53523439e+01  4.85974216e+01
  4.80551921e+01  5.78451162e+01 -6.83165623e+01 -7.71141583e+01
  1.29716648e+01  9.65990676e+00  1.58759444e+01]",[-0.54243666  1.          1.        ]
0,1,2,3,4
-0.4711896325225098,-5183.475394794297,"(0,)","[ 1.87613753e+01  8.79571429e+01  5.76100000e+01  7.28100000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  6.44734650e-01
  6.91604186e-03  1.88427690e-01  5.70631375e+01  5.15667999e+01
  4.97590155e+01  9.82482030e+01  2.21076861e+00 -1.35826658e+01
  1.88881961e+01  9.28590006e-01  8.36974381e+00]",[-0.75876474  1.          1.        ]
0,1,2,3,4
-0.4711896325225098,-5187.798911544366,"(0,)","[ 1.87613753e+01  8.89357143e+01  5.71000000e+01  7.28900000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  8.30642641e-01
 -7.18367713e-03  1.33516229e-01  5.84881174e+01  5.02007509e+01
  4.99247850e+01  1.22958762e+02 -4.58348429e+00 -1.47914327e+01
  2.40998823e+01  2.69549391e+00  8.36974381e+00]",[-0.55061686  1.          1.        ]
0,1,2,3,4
-0.4711896325225098,-5201.831310686088,"(0,)","[ 1.87613753e+01  8.87020000e+01  5.76400000e+01  7.44600000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  9.48187163e-01
  2.49283228e-02  2.14215042e-01  5.80124367e+01  5.16049977e+01
  5.30685048e+01  1.21649471e+02  1.47211370e+01  4.87835679e+01
  2.41996545e+01  4.23297806e+00  2.38091282e+00]",[-0.8042321  1.         1.       ]
0,1,2,3,4
-0.4711896325225098,-5205.5235504117445,"(0,)","[ 1.87613753e+01  8.85514286e+01  5.79100000e+01  7.46000000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  1.01746350e+00
  7.13416753e-02  2.86167502e-01  5.76996834e+01  5.23007039e+01
  5.33387320e+01  1.13157481e+02  2.33740966e+01  7.69695235e+01
  2.29691556e+01  6.59934755e+00  3.55456797e+00]",[-0.6634316  1.         1.       ]
0,1,2,3,4
-0.4711896325225098,-5220.966251394105,"(0,)","[ 1.87613753e+01  8.86757143e+01  5.64700000e+01  7.42800000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  1.07005934e+00
 -7.97939252e-03  3.13752278e-01  5.78935181e+01  4.84573777e+01
  5.26222922e+01  1.10315622e+02 -5.70942418e+01  6.10221325e+01
  2.29691556e+01  4.63138959e+00  2.61258714e+00]",[-1.         0.6865734  0.6865734]
0,1,2,3,4
-0.4711896325225098,-5232.023759671732,"(0,)","[ 1.87613753e+01  8.88142857e+01  5.58500000e+01  7.42100000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  1.11012663e+00
 -1.19493284e-01  3.26204712e-01  5.81148905e+01  4.69216116e+01
  5.24628291e+01  1.14734751e+02 -1.24813172e+02  4.34807441e+01
  2.29969777e+01  1.27998614e+01  1.13742536e+00]",[-0.91964537  1.          1.        ]
0,1,2,3,4
-0.4711896325225098,-5255.803811976066,"(0,)","[ 1.87613753e+01  9.00000000e+01  5.61300000e+01  7.41900000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  1.22345426e+00
 -1.83163789e-01  3.30648018e-01  5.99774445e+01  4.76960542e+01
  5.24158820e+01  1.58474343e+02 -1.09741772e+02  4.08320959e+01
  3.03799114e+01  1.30681544e+01  4.93680304e-01]",[-0.6691077  1.         1.       ]
0,1,2,3,4
-0.4711896325225098,-5265.295996483913,"(0,)","[ 1.87613753e+01  9.02414286e+01  5.60800000e+01  7.38100000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  1.31756047e+00
 -2.34949355e-01  3.00047782e-01  6.03488403e+01  4.75678447e+01
  5.15098904e+01  1.86463446e+02 -7.88011708e+01  2.89105656e+01
  3.71145039e+01  6.74854551e+00  3.85515748e-01]",[-1.          0.96996665  0.96996665]
0,1,2,3,4
-0.4711896325225098,-5251.537342616602,"(0,)","[ 1.87613753e+01  9.01185714e+01  5.66600000e+01  7.30700000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  1.36647490e+00
 -2.26576800e-01  2.13622551e-01  6.00554676e+01  4.92062790e+01
  4.97766517e+01  1.53782446e+02 -5.74315524e+01 -3.50715271e+01
  3.31798114e+01  5.34981244e+00  9.25971136e+00]",[-1.          0.64544064  0.64544064]
0,1,2,3,4
-0.4711896325225098,-5268.919517728305,"(0,)","[ 1.87613753e+01  9.09057143e+01  5.73700000e+01  7.36400000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  1.45201784e+00
 -1.60796858e-01  1.88946116e-01  6.13023118e+01  5.11397626e+01
  5.10880926e+01  1.57721416e+02 -4.04846344e+00 -6.91194691e+00
  3.54030055e+01  1.97304868e+00  8.04918908e+00]",[-0.578964  1.        1.      ]
0,1,2,3,4
-0.4711896325225098,-5281.289981028123,"(0,)","[ 1.87613753e+01  9.25871429e+01  5.75900000e+01  7.39100000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  1.63662250e+00
 -8.98775652e-02  1.88997956e-01  6.37993187e+01  5.17287508e+01
  5.17060352e+01  1.93435433e+02  1.92773453e+01  1.70637916e+01
  4.36959734e+01  3.41289103e+00  5.18399571e+00]",[-0.6379256  1.         1.       ]
0,1,2,3,4
-0.4711896325225098,-5300.62307319305,"(0,)","[ 1.87613753e+01  9.50214286e+01  5.69000000e+01  7.38300000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  1.95679285e+00
 -8.83325063e-02  1.80502983e-01  6.69894185e+01  4.97817296e+01
  5.15065798e+01  2.32672577e+02 -1.54775216e+01  1.53851275e+01
  5.32214687e+01  1.98086736e+00  5.87998336e+00]",[-1.         0.7163936  0.7163936]
0,1,2,3,4
-0.4711896325225098,-5306.710659321895,"(0,)","[ 1.87613753e+01  9.37231429e+01  5.66000000e+01  7.32700000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  2.08177197e+00
 -1.10046976e-01  1.27117998e-01  6.38834444e+01  4.89529990e+01
  5.01069170e+01  2.00203755e+02 -3.00635974e+01  3.74468823e+00
  5.76186429e+01  4.00284010e+00  1.11930434e+00]",[-1.          0.61139053  0.61139053]
0,1,2,3,4
-0.4711896325225098,-5305.052723726582,"(0,)","[ 1.87613753e+01  9.55528571e+01  5.68200000e+01  7.28000000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  2.30192631e+00
 -1.08255783e-01  4.63506391e-02  6.61702373e+01  4.95896303e+01
  4.89519650e+01  1.81888671e+02 -2.56128505e+01 -5.45437765e+01
  5.40860449e+01  4.98632619e+00  8.11207869e+00]",[-0.9625887  1.         1.       ]
0,1,2,3,4
-0.4711896325225098,-5320.360027786708,"(0,)","[ 1.87613753e+01  9.46614286e+01  5.64200000e+01  7.03600000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  2.37706801e+00
 -1.37527574e-01 -2.12100717e-01  6.41239468e+01  4.84530517e+01
  4.35597538e+01  1.71155245e+02 -4.34482670e+01 -2.40124041e+02
  5.45277035e+01  5.24899338e+00  3.11980483e+01]",[-0.7486937  1.         1.       ]
0,1,2,3,4
-0.4711896325225098,-5349.008879646544,"(0,)","[ 1.87613753e+01  9.47460000e+01  5.74900000e+01  7.10900000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  2.41559706e+00
 -7.35379224e-02 -3.53940376e-01  6.42325027e+01  5.15273926e+01
  4.54204812e+01  1.48866315e+02  9.79465637e+00 -2.16213528e+02
  4.52353928e+01  5.77839206e+00  3.11980483e+01]",[-1.          0.26907033  0.26907033]
0,1,2,3,4
-0.4711896325225098,-5356.467543479752,"(0,)","[ 1.87613753e+01  9.65257143e+01  5.74200000e+01  7.13800000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  2.56022697e+00
 -2.81495867e-02 -4.37900902e-01  6.64429612e+01  5.13202471e+01
  4.61500687e+01  1.73009885e+02  4.61788712e+01 -1.55780120e+02
  5.15675696e+01  9.08760534e+00  2.27045416e+01]",[-0.58529776  1.          1.        ]
0,1,2,3,4
-0.4711896325225098,-5387.240908393016,"(0,)","[ 1.87613753e+01  9.64000000e+01  5.75600000e+01  7.15200000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  2.63433614e+00
  1.88999594e-02 -4.87523526e-01  6.61442555e+01  5.17217988e+01
  4.65071742e+01  1.45413455e+02  4.72107373e+01 -1.34204537e+02
  4.69943571e+01  5.43371632e+00  2.17377854e+01]",[-0.8318345  1.         1.       ]
0,1,2,3,4
-0.4711896325225098,-5427.380660864596,"(0,)","[ 1.87613753e+01  9.62094286e+01  5.74200000e+01  7.14400000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  2.64717568e+00
  4.43786641e-02 -5.27227593e-01  6.56812010e+01  5.12841762e+01
  4.63255736e+01  1.32796129e+02  5.37394575e+01 -1.18167230e+02
  4.79143174e+01  5.43371632e+00  1.97211796e+01]",[-1.         0.8562919  0.8562919]
0,1,2,3,4
-0.4711896325225098,-5417.334635731464,"(0,)","[ 1.87613753e+01  9.48382857e+01  5.71700000e+01  7.08200000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  2.51768898e+00
  4.38918525e-02 -6.01785166e-01  6.24283088e+01  5.04949360e+01
  4.49193453e+01  1.00243708e+02  1.46950136e+01 -1.47902628e+02
  3.26370126e+01  3.21025771e+00  2.56460122e+01]",[-0.8397287  1.         1.       ]
0,1,2,3,4
-0.4711896325225098,-5397.939613637214,"(0,)","[ 1.87613753e+01  9.50342857e+01  5.83000000e+01  7.14000000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  2.40318301e+00
  1.33152705e-01 -6.07073462e-01  6.27014687e+01  5.38181537e+01
  4.64912260e+01  8.68083504e+01  9.62256655e+01 -1.10173830e+02
  2.47212915e+01  1.05140525e+01  1.65935937e+01]",[-1.          0.73047066  0.73047066]
0,1,2,3,4
-0.4711896325225098,-5419.673232397123,"(0,)","[ 1.87613753e+01  9.64242857e+01  5.86100000e+01  7.08700000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  2.39696684e+00
  2.26298357e-01 -6.46577700e-01  6.45901648e+01  5.46815120e+01
  4.52699834e+01  9.90990762e+01  1.47942401e+02 -1.20205849e+02
  2.99383637e+01  1.55947445e+01  1.87140185e+01]",[-1.          0.58697337  0.58697337]
0,1,2,3,4
-0.4711896325225098,-5430.020778784108,"(0,)","[ 1.87613753e+01  9.57471429e+01  5.71900000e+01  7.19200000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  2.31076367e+00
  1.83420468e-01 -5.86399223e-01  6.29829204e+01  5.02316444e+01
  4.80658758e+01  9.29845324e+01  4.88371532e+01 -7.44089446e+01
  3.08856780e+01  1.49384155e+00  1.08259273e+01]",[-1.          0.87045175  0.87045175]
0,1,2,3,4
-0.4711896325225098,-5419.011919829001,"(0,)","[ 1.87613753e+01  9.66100000e+01  5.74100000e+01  7.28200000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  2.28572399e+00
  1.65286275e-01 -4.60773359e-01  6.41585826e+01  5.08723961e+01
  5.03164035e+01  9.38117994e+01  3.89329880e+01 -9.87825065e+00
  3.24510319e+01  1.49384155e+00  4.25856470e+00]",[-0.8470628  1.         1.       ]
0,1,2,3,4
-0.4711896325225098,-5434.949796339822,"(0,)","[ 1.87613753e+01  9.72057143e+01  5.77300000e+01  7.28900000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  2.28757924e+00
  1.74722036e-01 -3.51513514e-01  6.49535455e+01  5.18060365e+01
  5.04890317e+01  9.89969934e+01  3.84755204e+01 -5.71900588e+00
  3.58076635e+01  8.34219879e-01  4.25856470e+00]",[-0.820439  1.        1.      ]
0,1,2,3,4
-0.4711896325225098,-5455.6021177498005,"(0,)","[ 1.87613753e+01  9.46771429e+01  5.75200000e+01  7.10800000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  2.06125410e+00
  1.63371455e-01 -4.06292683e-01  5.91890232e+01  5.11461645e+01
  4.61956128e+01  6.81191174e+01  5.80031263e+01 -8.26941182e+01
  1.57482756e+01  1.87261151e+00  1.46874528e+01]",[-0.5775786  1.         1.       ]
0,1,2,3,4
-0.4711896325225098,-5459.914267226606,"(0,)","[ 1.87613753e+01  9.43700000e+01  5.72300000e+01  7.12700000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  1.83594233e+00
  1.29482864e-01 -4.29424024e-01  5.85362329e+01  5.02321294e+01
  4.66879132e+01  4.49674613e+01 -5.73833912e-01 -7.79937769e+01
  8.71639255e+00  7.95850655e+00  1.46874528e+01]",[-0.9480168  1.         1.       ]
0,1,2,3,4
-0.4711896325225098,-5480.073524781747,"(0,)","[ 1.87613753e+01  9.56842857e+01  5.72700000e+01  7.09600000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  1.74333691e+00
  1.04647268e-01 -4.67382494e-01  6.04663008e+01  5.03587131e+01
  4.59778573e+01  4.97114500e+01  2.73569449e+01 -8.39232408e+01
  8.08965328e+00  3.34407767e+00  1.81042171e+01]",[-1.          0.74073976  0.74073976]
0,1,2,3,4
-0.4711896325225098,-5483.600813957801,"(0,)","[ 1.87613753e+01  9.75685714e+01  5.90500000e+01  7.15800000e+01
 -4.66382504e-02  5.07687330e+00  1.37794089e+01  1.80122910e+00
  2.25990921e-01 -4.42337050e-01  6.30193468e+01  5.55618826e+01
  4.76258613e+01  9.36358032e+01  1.73396011e+02 -6.75179643e+01
  2.29114268e+01  1.66230791e+01  2.15584105e+01]",[-0.7148877  1.         1.       ]
0,1,2,3,4
